id_venda;data_venda;cliente_id;produto_id;vendedor_responsavel_id;canal_venda;quantidade;preco_unitario;valor_bruto;desconto_percentual;valor_desconto;valor_liquido;custo_total;lucro_bruto;margem_percentual;forma_pagamento;parcelas;status;cidade_entrega;estado_entrega;centro_custo;observacoes
VEN0249;2025-11-14;CLI053;PROD003;FUN023;Loja Física;1;160.15;160.15;10.0;16.02;144.13;71.0;73.13;50.7;Boleto;2;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0250;2025-11-15;CLI044;PROD003;FUN031;WhatsApp;1;160.15;160.15;5.0;8.01;152.14;71.0;81.14;53.3;Cartão de Crédito;1;Devolvida;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0251;2025-11-15;CLI006;PROD014;FUN032;E-commerce;1;373.62;373.62;5.0;18.68;354.94;168.0;186.94;52.7;Boleto;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0252;2025-11-16;CLI112;PROD035;FUN026;Loja Física;3;87.94;263.82;15.0;39.57;224.25;96.0;128.25;57.2;PIX;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0253;2025-11-16;CLI049;PROD037;FUN039;Loja Física;2;465.86;931.72;20.0;186.34;745.38;346.0;399.38;53.6;Cartão de Débito;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0254;2025-11-16;CLI042;PROD046;FUN039;E-commerce;1;404.19;404.19;10.0;40.42;0.0;151.0;0.0;0.0;Cartão de Débito;3;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0255;2025-11-16;CLI035;PROD003;FUN024;E-commerce;2;160.15;320.3;15.0;48.05;272.25;142.0;130.25;47.8;Boleto;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0256;2025-11-16;CLI101;PROD037;FUN039;E-commerce;1;465.86;465.86;5.0;23.29;442.57;173.0;269.57;60.9;Boleto;2;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0257;2025-11-16;CLI053;PROD069;FUN023;Loja Física;2;201.84;403.68;10.0;40.37;363.31;210.0;153.31;42.2;Cartão de Crédito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0258;2025-11-16;CLI052;PROD019;FUN037;E-commerce;3;257.17;771.51;15.0;115.73;655.78;453.0;202.78;30.9;PIX;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0259;2025-11-16;CLI065;PROD017;FUN029;Loja Física;1;252.12;252.12;15.0;37.82;214.3;123.0;91.3;42.6;Cartão de Débito;2;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0260;2025-11-18;CLI044;PROD043;FUN038;Loja Física;2;124.41;248.82;5.0;12.44;0.0;144.0;0.0;0.0;Boleto;6;Cancelada;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0261;2025-11-18;CLI043;PROD063;FUN021;Loja Física;1;363.41;363.41;10.0;36.34;327.07;141.0;186.07;56.9;Boleto;6;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0262;2025-11-18;CLI064;PROD038;FUN031;E-commerce;2;137.27;274.54;10.0;27.45;247.09;120.0;127.09;51.4;Cartão de Crédito;6;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0263;2025-11-19;CLI081;PROD030;FUN033;E-commerce;2;102.21;204.42;5.0;10.22;194.2;78.0;116.2;59.8;Cartão de Débito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0264;2025-11-19;CLI046;PROD041;FUN038;WhatsApp;1;261.74;261.74;15.0;39.26;0.0;132.0;0.0;0.0;Boleto;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0265;2025-11-19;CLI083;PROD023;FUN035;E-commerce;2;481.91;963.82;5.0;48.19;915.63;354.0;561.63;61.3;PIX;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0266;2025-11-19;CLI052;PROD012;FUN032;E-commerce;1;384.61;384.61;15.0;57.69;326.92;145.0;181.92;55.6;Boleto;1;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0267;2025-11-20;CLI077;PROD014;FUN025;WhatsApp;2;373.62;747.24;10.0;74.72;672.52;336.0;336.52;50.0;Cartão de Débito;1;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0268;2025-11-20;CLI089;PROD034;FUN033;E-commerce;1;164.97;164.97;5.0;8.25;0.0;89.0;0.0;0.0;Cartão de Crédito;2;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0269;2025-11-20;CLI101;PROD071;FUN032;WhatsApp;3;242.96;728.88;15.0;109.33;619.55;306.0;313.55;50.6;Cartão de Débito;4;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0270;2025-11-21;CLI044;PROD041;FUN023;Loja Física;1;261.74;261.74;10.0;26.17;235.57;132.0;103.57;44.0;PIX;6;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0271;2025-11-22;CLI042;PROD015;FUN027;WhatsApp;2;304.13;608.26;15.0;91.24;0.0;224.0;0.0;0.0;Boleto;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0272;2025-11-22;CLI093;PROD010;FUN030;Loja Física;2;65.95;131.9;10.0;13.19;118.71;60.0;58.71;49.5;Boleto;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0273;2025-11-22;CLI097;PROD002;FUN032;Loja Física;2;386.26;772.52;10.0;77.25;695.27;294.0;401.27;57.7;Cartão de Débito;3;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0274;2025-11-22;CLI037;PROD080;FUN029;Loja Física;1;139.03;139.03;15.0;20.85;118.18;80.0;38.18;32.3;Boleto;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0275;2025-11-22;CLI073;PROD046;FUN037;E-commerce;1;404.19;404.19;10.0;40.42;0.0;151.0;0.0;0.0;Cartão de Crédito;2;Cancelada;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0276;2025-11-22;CLI095;PROD050;FUN036;E-commerce;1;321.78;321.78;15.0;48.27;273.51;170.0;103.51;37.8;Cartão de Crédito;4;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0277;2025-11-22;CLI042;PROD028;FUN037;E-commerce;2;294.47;588.94;10.0;58.89;530.05;242.0;288.05;54.3;Cartão de Crédito;6;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0278;2025-11-22;CLI079;PROD024;FUN026;Loja Física;1;120.51;120.51;10.0;12.05;108.46;68.0;40.46;37.3;Boleto;3;Devolvida;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0279;2025-11-23;CLI032;PROD001;FUN033;Loja Física;2;144.71;289.42;10.0;28.94;260.48;134.0;126.48;48.6;PIX;1;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0280;2025-11-23;CLI080;PROD037;FUN030;Loja Física;1;465.86;465.86;10.0;46.59;419.27;173.0;246.27;58.7;Cartão de Débito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0281;2025-11-24;CLI116;PROD002;FUN034;E-commerce;2;386.26;772.52;5.0;38.63;733.89;294.0;439.89;59.9;Boleto;4;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0282;2025-11-24;CLI114;PROD041;FUN025;E-commerce;2;261.74;523.48;20.0;104.7;418.78;264.0;154.78;37.0;PIX;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0283;2025-11-24;CLI011;PROD013;FUN031;E-commerce;1;144.71;144.71;15.0;21.71;0.0;75.0;0.0;0.0;Boleto;3;Cancelada;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0284;2025-11-24;CLI006;PROD059;FUN039;Loja Física;1;73.44;73.44;5.0;3.67;69.77;30.0;39.77;57.0;Cartão de Débito;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0285;2025-11-25;CLI114;PROD009;FUN034;E-commerce;2;160.97;321.94;15.0;48.29;0.0;128.0;0.0;0.0;PIX;2;Cancelada;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0286;2025-11-25;CLI035;PROD036;FUN034;Loja Física;1;281.02;281.02;10.0;28.1;252.92;119.0;133.92;52.9;PIX;2;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0287;2025-11-25;CLI112;PROD003;FUN031;E-commerce;2;160.15;320.3;5.0;16.02;304.28;142.0;162.28;53.3;Boleto;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0288;2025-11-26;CLI043;PROD008;FUN027;Loja Física;1;374.42;374.42;15.0;56.16;318.26;152.0;166.26;52.2;Cartão de Crédito;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0289;2025-11-27;CLI095;PROD038;FUN038;Loja Física;2;137.27;274.54;5.0;13.73;260.81;120.0;140.81;54.0;Boleto;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0290;2025-11-27;CLI106;PROD027;FUN032;E-commerce;2;74.8;149.6;5.0;7.48;142.12;56.0;86.12;60.6;Cartão de Crédito;2;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0291;2025-11-27;CLI013;PROD057;FUN023;WhatsApp;1;203.76;203.76;5.0;10.19;193.57;115.0;78.57;40.6;Cartão de Débito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0292;2025-11-27;CLI112;PROD021;FUN036;Loja Física;1;369.09;369.09;10.0;36.91;332.18;180.0;152.18;45.8;Cartão de Crédito;3;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0293;2025-11-27;CLI103;PROD077;FUN022;Loja Física;1;177.76;177.76;10.0;17.78;159.98;65.0;94.98;59.4;PIX;2;Devolvida;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0294;2025-11-27;CLI112;PROD036;FUN029;Loja Física;2;281.02;562.04;10.0;56.2;505.84;238.0;267.84;52.9;Cartão de Crédito;1;Devolvida;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0295;2025-11-29;CLI058;PROD077;FUN021;Loja Física;1;177.76;177.76;10.0;17.78;159.98;65.0;94.98;59.4;PIX;1;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0296;2025-11-29;CLI041;PROD048;FUN023;Loja Física;2;85.11;170.22;15.0;25.53;144.69;72.0;72.69;50.2;Cartão de Débito;4;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0297;2025-11-30;CLI044;PROD004;FUN037;Loja Física;1;59.03;59.03;5.0;2.95;56.08;28.0;28.08;50.1;Cartão de Crédito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0298;2025-11-30;CLI069;PROD064;FUN025;Loja Física;2;241.43;482.86;15.0;72.43;410.43;216.0;194.43;47.4;Cartão de Crédito;2;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0299;2025-12-01;CLI119;PROD044;FUN039;Loja Física;1;114.13;114.13;5.0;5.71;0.0;43.0;0.0;0.0;Cartão de Crédito;4;Cancelada;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0300;2025-12-01;CLI074;PROD005;FUN036;E-commerce;1;159.53;159.53;5.0;7.98;151.55;62.0;89.55;59.1;Cartão de Crédito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0301;2025-12-01;CLI038;PROD075;FUN035;Loja Física;1;308.83;308.83;10.0;30.88;277.95;156.0;121.95;43.9;PIX;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0302;2025-12-02;CLI049;PROD056;FUN033;Loja Física;1;129.22;129.22;15.0;19.38;109.84;73.0;36.84;33.5;Cartão de Débito;3;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0303;2025-12-02;CLI060;PROD079;FUN031;Loja Física;1;293.22;293.22;5.0;14.66;278.56;123.0;155.56;55.8;PIX;2;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0304;2025-12-02;CLI108;PROD018;FUN033;E-commerce;1;160.85;160.85;5.0;8.04;152.81;93.0;59.81;39.1;PIX;2;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0305;2025-12-02;CLI052;PROD014;FUN022;Loja Física;1;373.62;373.62;10.0;37.36;0.0;168.0;0.0;0.0;PIX;4;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0306;2025-12-02;CLI043;PROD030;FUN021;Loja Física;1;102.21;102.21;10.0;10.22;91.99;39.0;52.99;57.6;Cartão de Débito;4;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0307;2025-12-02;CLI042;PROD005;FUN035;Loja Física;1;159.53;159.53;15.0;23.93;135.6;62.0;73.6;54.3;Cartão de Crédito;6;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0308;2025-12-03;CLI006;PROD052;FUN024;Loja Física;1;232.1;232.1;5.0;11.61;220.49;124.0;96.49;43.8;Cartão de Crédito;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0309;2025-12-03;CLI063;PROD060;FUN039;E-commerce;2;355.5;711.0;15.0;106.65;604.35;314.0;290.35;48.0;Cartão de Débito;4;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0310;2025-12-04;CLI013;PROD060;FUN032;E-commerce;1;355.5;355.5;10.0;35.55;319.95;157.0;162.95;50.9;Cartão de Débito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0311;2025-12-04;CLI045;PROD045;FUN034;WhatsApp;2;233.84;467.68;10.0;46.77;420.91;204.0;216.91;51.5;Cartão de Débito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0312;2025-12-04;CLI006;PROD021;FUN033;E-commerce;1;369.09;369.09;15.0;55.36;0.0;180.0;0.0;0.0;PIX;1;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0313;2025-12-04;CLI114;PROD019;FUN026;WhatsApp;3;257.17;771.51;15.0;115.73;655.78;453.0;202.78;30.9;PIX;4;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0314;2025-12-04;CLI074;PROD062;FUN028;Loja Física;1;176.28;176.28;5.0;8.81;167.47;88.0;79.47;47.5;Cartão de Crédito;1;Devolvida;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0315;2025-12-05;CLI074;PROD017;FUN026;Loja Física;2;252.12;504.24;10.0;50.42;0.0;246.0;0.0;0.0;Boleto;4;Cancelada;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0316;2025-12-05;CLI069;PROD008;FUN038;Loja Física;2;374.42;748.84;10.0;74.88;673.96;304.0;369.96;54.9;PIX;4;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0317;2025-12-05;CLI033;PROD030;FUN022;E-commerce;2;102.21;204.42;10.0;20.44;183.98;78.0;105.98;57.6;PIX;2;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0318;2025-12-05;CLI074;PROD024;FUN036;E-commerce;2;120.51;241.02;15.0;36.15;204.87;136.0;68.87;33.6;Boleto;2;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0319;2025-12-06;CLI073;PROD061;FUN023;Loja Física;2;141.65;283.3;15.0;42.49;240.81;164.0;76.81;31.9;Cartão de Crédito;4;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0320;2025-12-06;CLI107;PROD040;FUN036;WhatsApp;1;216.48;216.48;10.0;21.65;0.0;92.0;0.0;0.0;PIX;3;Cancelada;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0321;2025-12-06;CLI009;PROD028;FUN030;E-commerce;2;294.47;588.94;5.0;29.45;559.49;242.0;317.49;56.7;PIX;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0322;2025-12-06;CLI042;PROD015;FUN031;Loja Física;1;304.13;304.13;5.0;15.21;288.92;112.0;176.92;61.2;Cartão de Crédito;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0323;2025-12-06;CLI053;PROD020;FUN030;E-commerce;2;449.09;898.18;10.0;89.82;808.36;356.0;452.36;56.0;Cartão de Crédito;6;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0324;2025-12-07;CLI043;PROD011;FUN024;Loja Física;1;283.61;283.61;15.0;42.54;241.07;127.0;114.07;47.3;Cartão de Crédito;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0325;2025-12-07;CLI112;PROD078;FUN033;Loja Física;3;300.12;900.36;10.0;90.04;810.32;408.0;402.32;49.6;Boleto;3;Devolvida;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0326;2025-12-07;CLI049;PROD054;FUN026;Loja Física;3;314.36;943.08;5.0;47.15;895.93;534.0;361.93;40.4;Cartão de Crédito;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0327;2025-12-07;CLI013;PROD017;FUN037;Loja Física;1;252.12;252.12;15.0;37.82;214.3;123.0;91.3;42.6;Cartão de Débito;3;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0328;2025-12-07;CLI104;PROD026;FUN038;Loja Física;1;184.7;184.7;20.0;36.94;147.76;86.0;61.76;41.8;Cartão de Crédito;3;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0329;2025-12-08;CLI115;PROD045;FUN035;E-commerce;2;233.84;467.68;20.0;93.54;374.14;204.0;170.14;45.5;PIX;1;Devolvida;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0330;2025-12-08;CLI013;PROD027;FUN038;Loja Física;1;74.8;74.8;15.0;11.22;0.0;28.0;0.0;0.0;PIX;2;Cancelada;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0331;2025-12-08;CLI060;PROD027;FUN028;WhatsApp;2;74.8;149.6;5.0;7.48;142.12;56.0;86.12;60.6;Boleto;1;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0332;2025-12-08;CLI043;PROD025;FUN030;WhatsApp;1;225.1;225.1;15.0;33.77;0.0;120.0;0.0;0.0;Boleto;4;Cancelada;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0333;2025-12-09;CLI006;PROD072;FUN034;Loja Física;1;145.08;145.08;10.0;14.51;130.57;52.0;78.57;60.2;PIX;6;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0334;2025-12-09;CLI081;PROD024;FUN033;Loja Física;3;120.51;361.53;10.0;36.15;325.38;204.0;121.38;37.3;Boleto;1;Devolvida;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0335;2025-12-09;CLI043;PROD043;FUN034;Loja Física;1;124.41;124.41;5.0;6.22;118.19;72.0;46.19;39.1;Cartão de Débito;1;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0336;2025-12-09;CLI010;PROD071;FUN037;E-commerce;2;242.96;485.92;15.0;72.89;413.03;204.0;209.03;50.6;Boleto;6;Concluída;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0337;2025-12-10;CLI078;PROD023;FUN037;WhatsApp;1;481.91;481.91;5.0;24.1;457.81;177.0;280.81;61.3;Boleto;6;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0338;2025-12-11;CLI084;PROD038;FUN030;Loja Física;1;137.27;137.27;5.0;6.86;130.41;60.0;70.41;54.0;Cartão de Débito;3;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0339;2025-12-11;CLI006;PROD016;FUN033;E-commerce;1;208.07;208.07;5.0;10.4;0.0;99.0;0.0;0.0;Cartão de Crédito;1;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0340;2025-12-11;CLI013;PROD004;FUN029;Loja Física;3;59.03;177.09;20.0;35.42;0.0;84.0;0.0;0.0;PIX;4;Cancelada;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0341;2025-12-11;CLI081;PROD022;FUN039;WhatsApp;2;162.46;324.92;5.0;16.25;0.0;136.0;0.0;0.0;Boleto;1;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0342;2025-12-12;CLI016;PROD024;FUN036;E-commerce;1;120.51;120.51;5.0;6.03;114.48;68.0;46.48;40.6;PIX;2;Devolvida;Santo André;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0343;2025-12-12;CLI072;PROD040;FUN029;Loja Física;2;216.48;432.96;15.0;64.94;368.02;184.0;184.02;50.0;Cartão de Crédito;6;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0344;2025-12-12;CLI112;PROD008;FUN030;WhatsApp;2;374.42;748.84;10.0;74.88;0.0;304.0;0.0;0.0;Boleto;1;Cancelada;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0345;2025-12-12;CLI006;PROD080;FUN028;E-commerce;1;139.03;139.03;10.0;13.9;125.13;80.0;45.13;36.1;Cartão de Débito;4;Devolvida;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0346;2025-12-12;CLI053;PROD038;FUN024;Loja Física;1;137.27;137.27;5.0;6.86;130.41;60.0;70.41;54.0;PIX;3;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0347;2025-12-13;CLI089;PROD053;FUN024;Loja Física;1;369.45;369.45;15.0;55.42;314.03;165.0;149.03;47.5;Cartão de Débito;4;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0348;2025-12-13;CLI074;PROD017;FUN025;E-commerce;3;252.12;756.36;5.0;37.82;718.54;369.0;349.54;48.6;Cartão de Débito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0349;2025-12-13;CLI064;PROD073;FUN032;E-commerce;1;188.38;188.38;5.0;9.42;178.96;77.0;101.96;57.0;PIX;1;Devolvida;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0350;2025-12-13;CLI104;PROD029;FUN034;E-commerce;3;298.41;895.23;10.0;89.52;0.0;504.0;0.0;0.0;PIX;1;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0351;2025-12-13;CLI104;PROD035;FUN027;E-commerce;1;87.94;87.94;10.0;8.79;0.0;32.0;0.0;0.0;PIX;4;Cancelada;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0352;2025-12-14;CLI015;PROD076;FUN033;E-commerce;2;149.13;298.26;15.0;44.74;253.52;152.0;101.52;40.0;Cartão de Débito;2;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0353;2025-12-14;CLI038;PROD014;FUN028;Loja Física;1;373.62;373.62;15.0;56.04;317.58;168.0;149.58;47.1;Cartão de Débito;3;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0354;2025-12-14;CLI060;PROD033;FUN021;E-commerce;1;158.79;158.79;15.0;23.82;134.97;63.0;71.97;53.3;PIX;4;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0355;2025-12-14;CLI046;PROD027;FUN037;Loja Física;3;74.8;224.4;15.0;33.66;190.74;84.0;106.74;56.0;Boleto;1;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0356;2025-12-14;CLI060;PROD009;FUN026;WhatsApp;1;160.97;160.97;15.0;24.15;136.82;64.0;72.82;53.2;PIX;6;Devolvida;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0357;2025-12-14;CLI054;PROD050;FUN031;E-commerce;2;321.78;643.56;10.0;64.36;579.2;340.0;239.2;41.3;Cartão de Débito;3;Concluída;Guarulhos;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0358;2025-12-14;CLI116;PROD055;FUN022;Loja Física;1;210.16;210.16;10.0;21.02;189.14;104.0;85.14;45.0;PIX;6;Concluída;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0359;2025-12-15;CLI060;PROD026;FUN021;Loja Física;1;184.7;184.7;5.0;9.23;0.0;86.0;0.0;0.0;Cartão de Crédito;4;Cancelada;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0360;2025-12-15;CLI060;PROD043;FUN025;E-commerce;1;124.41;124.41;10.0;12.44;111.97;72.0;39.97;35.7;Cartão de Débito;3;Concluída;Barueri;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0361;2025-12-15;CLI052;PROD065;FUN022;E-commerce;1;277.85;277.85;15.0;41.68;236.17;147.0;89.17;37.8;Cartão de Débito;1;Concluída;São Paulo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0362;2025-12-16;CLI044;PROD064;FUN039;WhatsApp;1;241.43;241.43;5.0;12.07;229.36;108.0;121.36;52.9;Cartão de Débito;4;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0363;2025-12-16;CLI074;PROD020;FUN023;Loja Física;1;449.09;449.09;20.0;89.82;359.27;178.0;181.27;50.5;Cartão de Crédito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0364;2025-12-16;CLI114;PROD009;FUN030;E-commerce;2;160.97;321.94;15.0;48.29;273.65;128.0;145.65;53.2;Cartão de Débito;1;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0365;2025-12-17;CLI044;PROD007;FUN039;Loja Física;1;239.77;239.77;5.0;11.99;227.78;138.0;89.78;39.4;Boleto;2;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0366;2025-12-18;CLI074;PROD026;FUN028;WhatsApp;2;184.7;369.4;20.0;73.88;295.52;172.0;123.52;41.8;Boleto;6;Concluída;Osasco;SP;CC-COMERCIAL;Venda promocional de fim de ano.
VEN0367;2025-12-18;CLI046;PROD075;FUN028;Loja Física;1;308.83;308.83;10.0;30.88;0.0;156.0;0.0;0.0;Boleto;6;Cancelada;São Bernardo;SP;CC-COMERCIAL;Venda promocional de fim de ano.
