id_compra;data_compra;fornecedor_id;produto_id;quantidade;custo_unitario;frete;valor_total;data_prevista_entrega;status;competencia
COMP01394;2025-03-03;FOR007;PROD012;13;103.55;45.0;1391.15;2025-03-08;Recebida;2025-03
COMP01395;2025-03-04;FOR006;PROD014;12;50.66;45.0;652.92;2025-03-09;Recebida;2025-03
COMP01396;2025-03-05;FOR004;PROD015;19;77.71;45.0;1521.49;2025-03-25;Recebida;2025-03
COMP01397;2025-03-05;FOR008;PROD016;10;70.87;45.0;753.7;2025-03-20;Recebida;2025-03
COMP01398;2025-03-05;FOR014;PROD017;12;72.74;45.0;917.88;2025-03-15;Recebida;2025-03
COMP01399;2025-03-04;FOR001;PROD018;21;27.05;45.0;613.05;2025-03-19;Recebida;2025-03
COMP01400;2025-03-02;FOR010;PROD019;19;37.81;45.0;763.39;2025-03-17;Recebida;2025-03
COMP01401;2025-03-02;FOR004;PROD020;13;95.19;45.0;1282.47;2025-03-22;Recebida;2025-03
COMP01402;2025-03-05;FOR004;PROD021;16;76.26;45.0;1265.16;2025-03-25;Recebida;2025-03
COMP01403;2025-03-05;FOR015;PROD022;10;148.41;45.0;1529.1;2025-03-20;Recebida;2025-03
COMP01404;2025-03-04;FOR015;PROD023;17;70.54;45.0;1244.18;2025-03-19;Recebida;2025-03
COMP01405;2025-03-05;FOR018;PROD024;17;90.73;45.0;1587.41;2025-03-10;Recebida;2025-03
COMP01406;2025-03-05;FOR012;PROD025;17;71.59;45.0;1262.03;2025-03-12;Recebida;2025-03
COMP01407;2025-03-01;FOR016;PROD026;13;97.19;45.0;1308.47;2025-03-21;Recebida;2025-03
COMP01408;2025-03-02;FOR002;PROD027;12;71.34;45.0;901.08;2025-03-09;Recebida;2025-03
COMP01409;2025-03-01;FOR015;PROD028;17;61.22;45.0;1085.74;2025-03-16;Recebida;2025-03
COMP01410;2025-03-04;FOR014;PROD029;11;77.67;45.0;899.37;2025-03-14;Recebida;2025-03
COMP01411;2025-03-04;FOR001;PROD030;20;122.43;45.0;2493.6;2025-03-19;Recebida;2025-03
COMP01412;2025-03-04;FOR016;PROD031;11;129.32;45.0;1467.52;2025-03-24;Recebida;2025-03
COMP01413;2025-03-03;FOR004;PROD032;11;54.05;45.0;639.55;2025-03-23;Recebida;2025-03
COMP01414;2025-03-04;FOR016;PROD033;13;92.47;45.0;1247.11;2025-03-24;Recebida;2025-03
COMP01415;2025-03-04;FOR002;PROD034;21;60.37;45.0;1312.77;2025-03-11;Recebida;2025-03
COMP01416;2025-03-01;FOR004;PROD036;11;38.57;45.0;469.27;2025-03-21;Recebida;2025-03
COMP01417;2025-03-04;FOR006;PROD037;21;51.93;45.0;1135.53;2025-03-09;Recebida;2025-03
COMP01418;2025-03-03;FOR016;PROD038;21;75.89;45.0;1638.69;2025-03-23;Recebida;2025-03
COMP01419;2025-03-03;FOR011;PROD039;14;110.34;45.0;1589.76;2025-03-15;Recebida;2025-03
COMP01420;2025-03-04;FOR002;PROD040;10;120.12;45.0;1246.2;2025-03-11;Recebida;2025-03
COMP01421;2025-03-05;FOR017;PROD041;10;82.77;45.0;872.7;2025-03-20;Recebida;2025-03
COMP01422;2025-03-03;FOR009;PROD042;22;84.32;45.0;1900.04;2025-03-13;Recebida;2025-03
COMP01423;2025-03-01;FOR002;PROD043;10;92.82;45.0;973.2;2025-03-08;Recebida;2025-03
COMP01424;2025-03-03;FOR001;PROD044;12;62.2;45.0;791.4;2025-03-18;Recebida;2025-03
COMP01425;2025-03-04;FOR017;PROD045;34;30.59;45.0;1085.06;2025-03-19;Recebida;2025-03
COMP01426;2025-03-02;FOR001;PROD046;24;55.44;45.0;1375.56;2025-03-17;Recebida;2025-03
COMP01427;2025-03-05;FOR009;PROD047;10;73.33;45.0;778.3;2025-03-15;Recebida;2025-03
COMP01428;2025-03-02;FOR015;PROD048;10;71.56;45.0;760.6;2025-03-17;Recebida;2025-03
COMP01429;2025-03-01;FOR010;PROD050;15;79.88;45.0;1243.2;2025-03-16;Recebida;2025-03
COMP01430;2025-03-05;FOR008;PROD051;19;81.26;45.0;1588.94;2025-03-20;Recebida;2025-03
COMP01431;2025-03-04;FOR007;PROD052;17;82.52;45.0;1447.84;2025-03-09;Recebida;2025-03
COMP01432;2025-03-04;FOR002;PROD053;15;77.35;45.0;1205.25;2025-03-11;Recebida;2025-03
COMP01433;2025-03-04;FOR011;PROD054;26;30.8;45.0;845.8;2025-03-16;Recebida;2025-03
COMP01434;2025-03-04;FOR015;PROD055;20;39.53;45.0;835.6;2025-03-19;Recebida;2025-03
COMP01435;2025-03-03;FOR005;PROD056;22;70.66;45.0;1599.52;2025-03-23;Recebida;2025-03
COMP01436;2025-03-04;FOR017;PROD057;10;110.57;45.0;1150.7;2025-03-19;Recebida;2025-03
COMP01437;2025-03-04;FOR014;PROD058;10;157.39;45.0;1618.9;2025-03-14;Recebida;2025-03
COMP01438;2025-03-04;FOR016;PROD059;19;58.38;45.0;1154.22;2025-03-24;Recebida;2025-03
COMP01439;2025-03-01;FOR003;PROD060;13;90.93;45.0;1227.09;2025-03-08;Recebida;2025-03
COMP01440;2025-03-04;FOR007;PROD061;11;60.75;45.0;713.25;2025-03-09;Recebida;2025-03
COMP01441;2025-03-03;FOR004;PROD062;18;73.99;45.0;1376.82;2025-03-23;Recebida;2025-03
COMP01442;2025-03-04;FOR005;PROD063;21;62.39;45.0;1355.19;2025-03-24;Recebida;2025-03
COMP01443;2025-03-02;FOR002;PROD064;21;45.79;45.0;1006.59;2025-03-09;Recebida;2025-03
COMP01444;2025-03-01;FOR010;PROD065;29;86.77;46.73;2563.06;2025-03-16;Recebida;2025-03
COMP01445;2025-03-01;FOR018;PROD066;12;75.09;45.0;946.08;2025-03-06;Recebida;2025-03
COMP01446;2025-03-03;FOR015;PROD067;12;130.92;45.0;1616.04;2025-03-18;Recebida;2025-03
COMP01447;2025-03-04;FOR014;PROD068;11;81.87;45.0;945.57;2025-03-14;Recebida;2025-03
COMP01448;2025-03-01;FOR011;PROD069;10;92.95;45.0;974.5;2025-03-13;Recebida;2025-03
COMP01449;2025-03-02;FOR012;PROD070;10;96.93;45.0;1014.3;2025-03-09;Recebida;2025-03
COMP01450;2025-03-01;FOR015;PROD071;10;68.92;45.0;734.2;2025-03-16;Recebida;2025-03
COMP01451;2025-03-02;FOR014;PROD072;10;26.97;45.0;314.7;2025-03-12;Recebida;2025-03
COMP01452;2025-03-03;FOR005;PROD073;17;47.75;45.0;856.75;2025-03-23;Recebida;2025-03
COMP01453;2025-03-03;FOR017;PROD074;22;70.67;45.0;1599.74;2025-03-18;Recebida;2025-03
COMP01454;2025-03-04;FOR011;PROD075;12;84.15;45.0;1054.8;2025-03-16;Recebida;2025-03
COMP01455;2025-03-04;FOR002;PROD076;13;163.48;45.0;2170.24;2025-03-11;Recebida;2025-03
COMP01456;2025-03-01;FOR011;PROD078;10;82.76;45.0;872.6;2025-03-13;Recebida;2025-03
COMP01457;2025-03-04;FOR014;PROD079;10;71.72;45.0;762.2;2025-03-14;Recebida;2025-03
COMP01458;2025-03-05;FOR001;PROD080;11;53.41;45.0;632.51;2025-03-20;Recebida;2025-03
COMP01459;2025-04-03;FOR017;PROD001;10;31.69;45.0;361.9;2025-04-18;Recebida;2025-04
COMP01460;2025-04-05;FOR009;PROD002;14;62.94;45.0;926.16;2025-04-15;Recebida;2025-04
COMP01461;2025-04-01;FOR017;PROD003;10;92.03;45.0;965.3;2025-04-16;Recebida;2025-04
COMP01462;2025-04-05;FOR009;PROD004;18;144.78;45.0;2651.04;2025-04-15;Recebida;2025-04
COMP01463;2025-04-05;FOR009;PROD005;15;51.36;45.0;815.4;2025-04-15;Recebida;2025-04
COMP01464;2025-04-04;FOR006;PROD007;10;72.64;45.0;771.4;2025-04-09;Recebida;2025-04
COMP01465;2025-04-02;FOR004;PROD008;15;83.79;45.0;1301.85;2025-04-22;Recebida;2025-04
COMP01466;2025-04-02;FOR015;PROD009;27;23.25;45.0;672.75;2025-04-17;Recebida;2025-04
COMP01467;2025-04-03;FOR003;PROD010;30;58.74;45.0;1807.2;2025-04-10;Recebida;2025-04
COMP01468;2025-04-02;FOR015;PROD011;19;72.1;45.0;1414.9;2025-04-17;Recebida;2025-04
COMP01469;2025-04-05;FOR007;PROD012;10;103.07;45.0;1075.7;2025-04-10;Recebida;2025-04
COMP01470;2025-04-04;FOR018;PROD013;23;114.33;45.0;2674.59;2025-04-09;Recebida;2025-04
COMP01471;2025-04-01;FOR006;PROD014;16;52.21;45.0;880.36;2025-04-06;Recebida;2025-04
COMP01472;2025-04-04;FOR008;PROD016;16;69.24;45.0;1152.84;2025-04-19;Recebida;2025-04
COMP01473;2025-04-04;FOR014;PROD017;12;73.18;45.0;923.16;2025-04-14;Recebida;2025-04
COMP01474;2025-04-01;FOR001;PROD018;17;27.39;45.0;510.63;2025-04-16;Recebida;2025-04
COMP01475;2025-04-01;FOR010;PROD019;17;38.37;45.0;697.29;2025-04-16;Recebida;2025-04
COMP01476;2025-04-05;FOR004;PROD020;13;94.88;45.0;1278.44;2025-04-25;Recebida;2025-04
COMP01477;2025-04-04;FOR004;PROD021;13;75.45;45.0;1025.85;2025-04-24;Recebida;2025-04
COMP01478;2025-04-05;FOR015;PROD022;10;145.05;45.0;1495.5;2025-04-20;Recebida;2025-04
COMP01479;2025-04-01;FOR015;PROD023;12;70.96;45.0;896.52;2025-04-16;Recebida;2025-04
COMP01480;2025-04-01;FOR018;PROD024;10;88.81;45.0;933.1;2025-04-06;Recebida;2025-04
COMP01481;2025-04-01;FOR012;PROD025;21;73.81;45.0;1595.01;2025-04-08;Recebida;2025-04
COMP01482;2025-04-02;FOR016;PROD026;15;96.37;45.0;1490.55;2025-04-22;Recebida;2025-04
COMP01483;2025-04-02;FOR002;PROD027;10;71.98;45.0;764.8;2025-04-09;Recebida;2025-04
COMP01484;2025-04-03;FOR015;PROD028;15;60.54;45.0;953.1;2025-04-18;Recebida;2025-04
COMP01485;2025-04-04;FOR014;PROD029;17;78.76;45.0;1383.92;2025-04-14;Recebida;2025-04
COMP01486;2025-04-05;FOR001;PROD030;13;119.3;45.0;1595.9;2025-04-20;Recebida;2025-04
COMP01487;2025-04-05;FOR016;PROD031;11;128.59;45.0;1459.49;2025-04-25;Recebida;2025-04
COMP01488;2025-04-04;FOR002;PROD034;16;60.93;45.0;1019.88;2025-04-11;Recebida;2025-04
COMP01489;2025-04-03;FOR008;PROD035;20;80.0;45.0;1645.0;2025-04-18;Recebida;2025-04
COMP01490;2025-04-04;FOR004;PROD036;15;38.02;45.0;615.3;2025-04-24;Recebida;2025-04
COMP01491;2025-04-03;FOR006;PROD037;22;52.53;45.0;1200.66;2025-04-08;Recebida;2025-04
COMP01492;2025-04-02;FOR016;PROD038;20;75.78;45.0;1560.6;2025-04-22;Recebida;2025-04
COMP01493;2025-04-05;FOR011;PROD039;12;108.82;45.0;1350.84;2025-04-17;Recebida;2025-04
COMP01494;2025-04-05;FOR002;PROD040;11;119.56;45.0;1360.16;2025-04-12;Recebida;2025-04
COMP01495;2025-04-03;FOR017;PROD041;18;82.73;45.0;1534.14;2025-04-18;Recebida;2025-04
COMP01496;2025-04-04;FOR009;PROD042;20;82.48;45.0;1694.6;2025-04-14;Recebida;2025-04
COMP01497;2025-04-03;FOR002;PROD043;14;91.48;45.0;1325.72;2025-04-10;Recebida;2025-04
COMP01498;2025-04-04;FOR001;PROD044;21;62.8;45.0;1363.8;2025-04-19;Recebida;2025-04
COMP01499;2025-04-03;FOR017;PROD045;27;30.12;45.0;858.24;2025-04-18;Recebida;2025-04
COMP01500;2025-04-02;FOR001;PROD046;22;57.17;45.0;1302.74;2025-04-17;Recebida;2025-04
COMP01501;2025-04-04;FOR009;PROD047;20;72.41;45.0;1493.2;2025-04-14;Recebida;2025-04
COMP01502;2025-04-04;FOR015;PROD048;11;70.77;45.0;823.47;2025-04-19;Recebida;2025-04
COMP01503;2025-04-04;FOR012;PROD049;13;118.37;45.0;1583.81;2025-04-11;Recebida;2025-04
COMP01504;2025-04-02;FOR010;PROD050;10;79.41;45.0;839.1;2025-04-17;Recebida;2025-04
COMP01505;2025-04-02;FOR008;PROD051;10;78.73;45.0;832.3;2025-04-17;Recebida;2025-04
COMP01506;2025-04-05;FOR007;PROD052;20;81.11;45.0;1667.2;2025-04-10;Recebida;2025-04
COMP01507;2025-04-03;FOR002;PROD053;18;76.36;45.0;1419.48;2025-04-10;Recebida;2025-04
COMP01508;2025-04-02;FOR011;PROD054;23;30.79;45.0;753.17;2025-04-14;Recebida;2025-04
COMP01509;2025-04-05;FOR015;PROD055;22;39.81;45.0;920.82;2025-04-20;Recebida;2025-04
COMP01510;2025-04-02;FOR005;PROD056;21;71.46;45.0;1545.66;2025-04-22;Recebida;2025-04
COMP01511;2025-04-04;FOR017;PROD057;16;111.54;45.0;1829.64;2025-04-19;Recebida;2025-04
COMP01512;2025-04-05;FOR014;PROD058;10;155.65;45.0;1601.5;2025-04-15;Recebida;2025-04
COMP01513;2025-04-03;FOR016;PROD059;10;58.51;45.0;630.1;2025-04-23;Recebida;2025-04
COMP01514;2025-04-05;FOR003;PROD060;13;93.55;45.0;1261.15;2025-04-12;Recebida;2025-04
COMP01515;2025-04-02;FOR007;PROD061;11;61.97;45.0;726.67;2025-04-07;Recebida;2025-04
COMP01516;2025-04-03;FOR004;PROD062;21;74.69;45.0;1613.49;2025-04-23;Recebida;2025-04
COMP01517;2025-04-05;FOR005;PROD063;17;62.75;45.0;1111.75;2025-04-25;Recebida;2025-04
COMP01518;2025-04-04;FOR002;PROD064;17;45.22;45.0;813.74;2025-04-11;Recebida;2025-04
COMP01519;2025-04-03;FOR010;PROD065;23;85.82;45.0;2018.86;2025-04-18;Recebida;2025-04
COMP01520;2025-04-04;FOR018;PROD066;24;75.15;45.0;1848.6;2025-04-09;Recebida;2025-04
COMP01521;2025-04-05;FOR015;PROD067;10;131.25;45.0;1357.5;2025-04-20;Recebida;2025-04
COMP01522;2025-04-01;FOR014;PROD068;11;83.96;45.0;968.56;2025-04-11;Recebida;2025-04
COMP01523;2025-04-04;FOR011;PROD069;10;91.88;45.0;963.8;2025-04-16;Recebida;2025-04
COMP01524;2025-04-03;FOR015;PROD071;18;69.61;45.0;1297.98;2025-04-18;Recebida;2025-04
COMP01525;2025-04-03;FOR014;PROD072;10;27.02;45.0;315.2;2025-04-13;Recebida;2025-04
COMP01526;2025-04-04;FOR005;PROD073;23;48.19;45.0;1153.37;2025-04-24;Recebida;2025-04
COMP01527;2025-04-04;FOR017;PROD074;15;70.3;45.0;1099.5;2025-04-19;Recebida;2025-04
COMP01528;2025-04-05;FOR011;PROD075;15;83.25;45.0;1293.75;2025-04-17;Recebida;2025-04
COMP01529;2025-04-04;FOR018;PROD077;10;76.32;45.0;808.2;2025-04-09;Recebida;2025-04
COMP01530;2025-04-01;FOR011;PROD078;12;82.49;45.0;1034.88;2025-04-13;Recebida;2025-04
COMP01531;2025-04-04;FOR014;PROD079;15;70.18;45.0;1097.7;2025-04-14;Recebida;2025-04
COMP01532;2025-04-01;FOR001;PROD080;11;54.61;45.0;645.71;2025-04-16;Recebida;2025-04
COMP01533;2025-05-03;FOR017;PROD001;17;31.63;45.0;582.71;2025-05-18;Recebida;2025-05
COMP01534;2025-05-04;FOR009;PROD002;10;62.76;45.0;672.6;2025-05-14;Recebida;2025-05
COMP01535;2025-05-01;FOR017;PROD003;13;91.34;45.0;1232.42;2025-05-16;Recebida;2025-05
COMP01536;2025-05-03;FOR009;PROD004;31;148.4;53.05;4653.45;2025-05-13;Recebida;2025-05
COMP01537;2025-05-02;FOR009;PROD005;14;51.66;45.0;768.24;2025-05-12;Recebida;2025-05
COMP01538;2025-05-01;FOR009;PROD006;11;68.36;45.0;796.96;2025-05-11;Recebida;2025-05
COMP01539;2025-05-04;FOR006;PROD007;10;72.99;45.0;774.9;2025-05-09;Recebida;2025-05
COMP01540;2025-05-02;FOR004;PROD008;16;84.05;45.0;1389.8;2025-05-22;Recebida;2025-05
COMP01541;2025-05-04;FOR015;PROD009;23;23.69;45.0;589.87;2025-05-19;Recebida;2025-05
COMP01542;2025-05-03;FOR003;PROD010;15;57.57;45.0;908.55;2025-05-10;Recebida;2025-05
COMP01543;2025-05-01;FOR015;PROD011;16;73.93;45.0;1227.88;2025-05-16;Recebida;2025-05
COMP01544;2025-05-04;FOR007;PROD012;14;102.34;45.0;1477.76;2025-05-09;Recebida;2025-05
COMP01545;2025-05-02;FOR018;PROD013;12;113.01;45.0;1401.12;2025-05-07;Recebida;2025-05
COMP01546;2025-05-03;FOR006;PROD014;10;51.72;45.0;562.2;2025-05-08;Recebida;2025-05
COMP01547;2025-05-03;FOR004;PROD015;10;79.59;45.0;840.9;2025-05-23;Recebida;2025-05
COMP01548;2025-05-01;FOR008;PROD016;10;68.97;45.0;734.7;2025-05-16;Recebida;2025-05
COMP01549;2025-05-04;FOR014;PROD017;15;74.11;45.0;1156.65;2025-05-14;Recebida;2025-05
COMP01550;2025-05-01;FOR001;PROD018;27;27.8;45.0;795.6;2025-05-16;Recebida;2025-05
COMP01551;2025-05-01;FOR010;PROD019;18;37.52;45.0;720.36;2025-05-16;Recebida;2025-05
COMP01552;2025-05-03;FOR004;PROD020;10;93.64;45.0;981.4;2025-05-23;Recebida;2025-05
COMP01553;2025-05-04;FOR004;PROD021;18;75.74;45.0;1408.32;2025-05-24;Recebida;2025-05
COMP01554;2025-05-03;FOR015;PROD022;22;143.89;45.0;3210.58;2025-05-18;Recebida;2025-05
COMP01555;2025-05-05;FOR012;PROD025;14;73.54;45.0;1074.56;2025-05-12;Recebida;2025-05
COMP01556;2025-05-02;FOR016;PROD026;22;97.03;45.0;2179.66;2025-05-22;Recebida;2025-05
COMP01557;2025-05-01;FOR002;PROD027;14;71.46;45.0;1045.44;2025-05-08;Recebida;2025-05
COMP01558;2025-05-02;FOR015;PROD028;14;60.32;45.0;889.48;2025-05-17;Recebida;2025-05
COMP01559;2025-05-02;FOR014;PROD029;15;76.73;45.0;1195.95;2025-05-12;Recebida;2025-05
COMP01560;2025-05-01;FOR001;PROD030;15;122.78;45.0;1886.7;2025-05-16;Recebida;2025-05
COMP01561;2025-05-01;FOR016;PROD031;21;129.28;45.0;2759.88;2025-05-21;Recebida;2025-05
COMP01562;2025-05-05;FOR004;PROD032;12;53.31;45.0;684.72;2025-05-25;Recebida;2025-05
COMP01563;2025-05-04;FOR016;PROD033;11;91.1;45.0;1047.1;2025-05-24;Recebida;2025-05
COMP01564;2025-05-03;FOR002;PROD034;15;59.21;45.0;933.15;2025-05-10;Recebida;2025-05
COMP01565;2025-05-01;FOR008;PROD035;14;80.45;45.0;1171.3;2025-05-16;Recebida;2025-05
COMP01566;2025-05-04;FOR004;PROD036;20;37.92;45.0;803.4;2025-05-24;Recebida;2025-05
COMP01567;2025-05-02;FOR006;PROD037;10;53.04;45.0;575.4;2025-05-07;Recebida;2025-05
COMP01568;2025-05-01;FOR016;PROD038;13;76.08;45.0;1034.04;2025-05-21;Recebida;2025-05
COMP01569;2025-05-04;FOR011;PROD039;16;108.51;45.0;1781.16;2025-05-16;Recebida;2025-05
COMP01570;2025-05-02;FOR002;PROD040;10;119.78;45.0;1242.8;2025-05-09;Recebida;2025-05
COMP01571;2025-05-03;FOR017;PROD041;13;82.07;45.0;1111.91;2025-05-18;Recebida;2025-05
COMP01572;2025-05-03;FOR009;PROD042;10;82.31;45.0;868.1;2025-05-13;Recebida;2025-05
COMP01573;2025-05-03;FOR002;PROD043;10;93.96;45.0;984.6;2025-05-10;Recebida;2025-05
COMP01574;2025-05-04;FOR001;PROD044;22;62.56;45.0;1421.32;2025-05-19;Recebida;2025-05
COMP01575;2025-05-03;FOR017;PROD045;35;30.8;45.0;1123.0;2025-05-18;Recebida;2025-05
COMP01576;2025-05-01;FOR001;PROD046;10;57.14;45.0;616.4;2025-05-16;Recebida;2025-05
COMP01577;2025-05-05;FOR009;PROD047;14;71.65;45.0;1048.1;2025-05-15;Recebida;2025-05
COMP01578;2025-05-01;FOR015;PROD048;10;72.05;45.0;765.5;2025-05-16;Recebida;2025-05
COMP01579;2025-05-05;FOR012;PROD049;10;120.62;45.0;1251.2;2025-05-12;Recebida;2025-05
COMP01580;2025-05-03;FOR008;PROD051;10;80.2;45.0;847.0;2025-05-18;Recebida;2025-05
COMP01581;2025-05-02;FOR007;PROD052;14;80.31;45.0;1169.34;2025-05-07;Recebida;2025-05
COMP01582;2025-05-01;FOR002;PROD053;23;77.0;45.0;1816.0;2025-05-08;Recebida;2025-05
COMP01583;2025-05-03;FOR011;PROD054;25;30.72;45.0;813.0;2025-05-15;Recebida;2025-05
COMP01584;2025-05-03;FOR015;PROD055;10;39.66;45.0;441.6;2025-05-18;Recebida;2025-05
COMP01585;2025-05-02;FOR005;PROD056;20;72.81;45.0;1501.2;2025-05-22;Recebida;2025-05
COMP01586;2025-05-02;FOR017;PROD057;19;109.68;45.0;2128.92;2025-05-17;Recebida;2025-05
COMP01587;2025-05-04;FOR014;PROD058;12;157.86;45.0;1939.32;2025-05-14;Recebida;2025-05
COMP01588;2025-05-03;FOR016;PROD059;13;58.5;45.0;805.5;2025-05-23;Recebida;2025-05
COMP01589;2025-05-02;FOR007;PROD061;12;60.04;45.0;765.48;2025-05-07;Recebida;2025-05
COMP01590;2025-05-01;FOR004;PROD062;30;74.28;45.0;2273.4;2025-05-21;Recebida;2025-05
COMP01591;2025-05-03;FOR005;PROD063;18;62.37;45.0;1167.66;2025-05-23;Recebida;2025-05
COMP01592;2025-05-04;FOR002;PROD064;21;45.98;45.0;1010.58;2025-05-11;Recebida;2025-05
COMP01593;2025-05-04;FOR010;PROD065;25;86.22;45.0;2200.5;2025-05-19;Recebida;2025-05
COMP01594;2025-05-05;FOR018;PROD066;10;75.66;45.0;801.6;2025-05-10;Recebida;2025-05
COMP01595;2025-05-05;FOR014;PROD068;12;83.68;45.0;1049.16;2025-05-15;Recebida;2025-05
COMP01596;2025-05-04;FOR011;PROD069;10;90.62;45.0;951.2;2025-05-16;Recebida;2025-05
COMP01597;2025-05-03;FOR012;PROD070;16;95.96;45.0;1580.36;2025-05-10;Recebida;2025-05
COMP01598;2025-05-03;FOR015;PROD071;20;69.5;45.0;1435.0;2025-05-18;Recebida;2025-05
COMP01599;2025-05-02;FOR014;PROD072;13;26.56;45.0;390.28;2025-05-12;Recebida;2025-05
COMP01600;2025-05-02;FOR005;PROD073;22;49.08;45.0;1124.76;2025-05-22;Recebida;2025-05
COMP01601;2025-05-03;FOR017;PROD074;21;71.33;45.0;1542.93;2025-05-18;Recebida;2025-05
COMP01602;2025-05-01;FOR011;PROD075;17;83.4;45.0;1462.8;2025-05-13;Recebida;2025-05
COMP01603;2025-05-04;FOR002;PROD076;20;161.95;45.0;3284.0;2025-05-11;Recebida;2025-05
COMP01604;2025-05-01;FOR018;PROD077;12;76.48;45.0;962.76;2025-05-06;Recebida;2025-05
COMP01605;2025-05-01;FOR011;PROD078;10;82.39;45.0;868.9;2025-05-13;Recebida;2025-05
COMP01606;2025-05-04;FOR014;PROD079;17;70.39;45.0;1241.63;2025-05-14;Recebida;2025-05
COMP01607;2025-05-01;FOR001;PROD080;18;52.79;45.0;995.22;2025-05-16;Recebida;2025-05
COMP01608;2025-06-02;FOR017;PROD001;11;32.37;45.0;401.07;2025-06-17;Recebida;2025-06
COMP01609;2025-06-03;FOR009;PROD002;15;62.11;45.0;976.65;2025-06-13;Recebida;2025-06
COMP01610;2025-06-05;FOR017;PROD003;10;92.54;45.0;970.4;2025-06-20;Recebida;2025-06
COMP01611;2025-06-03;FOR009;PROD004;36;147.84;56.6;5378.84;2025-06-13;Recebida;2025-06
COMP01612;2025-06-03;FOR009;PROD005;15;52.76;45.0;836.4;2025-06-13;Recebida;2025-06
COMP01613;2025-06-02;FOR009;PROD006;15;66.81;45.0;1047.15;2025-06-12;Recebida;2025-06
COMP01614;2025-06-01;FOR006;PROD007;16;73.38;45.0;1219.08;2025-06-06;Recebida;2025-06
COMP01615;2025-06-02;FOR004;PROD008;20;85.73;45.0;1759.6;2025-06-22;Recebida;2025-06
COMP01616;2025-06-04;FOR015;PROD009;26;23.17;45.0;647.42;2025-06-19;Recebida;2025-06
COMP01617;2025-06-05;FOR003;PROD010;15;57.3;45.0;904.5;2025-06-12;Recebida;2025-06
COMP01618;2025-06-03;FOR015;PROD011;18;72.84;45.0;1356.12;2025-06-18;Recebida;2025-06
COMP01619;2025-06-04;FOR007;PROD012;10;102.2;45.0;1067.0;2025-06-09;Recebida;2025-06
COMP01620;2025-06-03;FOR018;PROD013;19;112.06;45.0;2174.14;2025-06-08;Recebida;2025-06
COMP01621;2025-06-03;FOR006;PROD014;10;51.7;45.0;562.0;2025-06-08;Recebida;2025-06
COMP01622;2025-06-03;FOR004;PROD015;15;78.33;45.0;1219.95;2025-06-23;Recebida;2025-06
COMP01623;2025-06-01;FOR008;PROD016;10;70.46;45.0;749.6;2025-06-16;Recebida;2025-06
COMP01624;2025-06-05;FOR014;PROD017;20;72.35;45.0;1492.0;2025-06-15;Recebida;2025-06
COMP01625;2025-06-01;FOR001;PROD018;19;27.63;45.0;569.97;2025-06-16;Recebida;2025-06
COMP01626;2025-06-02;FOR010;PROD019;19;37.81;45.0;763.39;2025-06-17;Recebida;2025-06
COMP01627;2025-06-01;FOR004;PROD020;19;94.26;45.0;1835.94;2025-06-21;Recebida;2025-06
COMP01628;2025-06-05;FOR004;PROD021;10;74.95;45.0;794.5;2025-06-25;Recebida;2025-06
COMP01629;2025-06-02;FOR015;PROD022;24;145.39;45.0;3534.36;2025-06-17;Recebida;2025-06
COMP01630;2025-06-02;FOR015;PROD023;13;69.59;45.0;949.67;2025-06-17;Recebida;2025-06
COMP01631;2025-06-02;FOR018;PROD024;14;88.43;45.0;1283.02;2025-06-07;Recebida;2025-06
COMP01632;2025-06-05;FOR012;PROD025;21;73.06;45.0;1579.26;2025-06-12;Recebida;2025-06
COMP01633;2025-06-05;FOR016;PROD026;30;95.29;45.0;2903.7;2025-06-25;Recebida;2025-06
COMP01634;2025-06-03;FOR002;PROD027;17;72.46;45.0;1276.82;2025-06-10;Recebida;2025-06
COMP01635;2025-06-03;FOR015;PROD028;17;61.59;45.0;1092.03;2025-06-18;Recebida;2025-06
COMP01636;2025-06-04;FOR014;PROD029;18;78.19;45.0;1452.42;2025-06-14;Recebida;2025-06
COMP01637;2025-06-03;FOR001;PROD030;11;122.54;45.0;1392.94;2025-06-18;Recebida;2025-06
COMP01638;2025-06-01;FOR016;PROD031;27;128.8;45.0;3522.6;2025-06-21;Recebida;2025-06
COMP01639;2025-06-02;FOR004;PROD032;10;54.73;45.0;592.3;2025-06-22;Recebida;2025-06
COMP01640;2025-06-01;FOR002;PROD034;18;60.92;45.0;1141.56;2025-06-08;Recebida;2025-06
COMP01641;2025-06-03;FOR008;PROD035;11;82.19;45.0;949.09;2025-06-18;Recebida;2025-06
COMP01642;2025-06-04;FOR004;PROD036;20;37.93;45.0;803.6;2025-06-24;Recebida;2025-06
COMP01643;2025-06-04;FOR006;PROD037;16;51.62;45.0;870.92;2025-06-09;Recebida;2025-06
COMP01644;2025-06-04;FOR016;PROD038;21;74.72;45.0;1614.12;2025-06-24;Recebida;2025-06
COMP01645;2025-06-01;FOR011;PROD039;10;109.19;45.0;1136.9;2025-06-13;Recebida;2025-06
COMP01646;2025-06-03;FOR002;PROD040;11;120.39;45.0;1369.29;2025-06-10;Recebida;2025-06
COMP01647;2025-06-03;FOR017;PROD041;10;82.65;45.0;871.5;2025-06-18;Recebida;2025-06
COMP01648;2025-06-04;FOR009;PROD042;11;83.63;45.0;964.93;2025-06-14;Recebida;2025-06
