id_movimentacao;data_movimentacao;tipo;categoria;descricao;valor;origem;origem_id;competencia
MOV021640;2025-02-08;Receita;Vendas;Recebimento da venda VEN015550;141.53;Conta a Receber;CR020149;2025-02
MOV021641;2025-03-23;Receita;Vendas;Recebimento da venda VEN015551;201.68;Conta a Receber;CR020150;2025-02
MOV021642;2025-04-24;Receita;Vendas;Recebimento da venda VEN015551;201.68;Conta a Receber;CR020151;2025-02
MOV021643;2025-03-02;Receita;Vendas;Recebimento da venda VEN015552;141.53;Conta a Receber;CR020152;2025-02
MOV021644;2025-02-26;Receita;Vendas;Recebimento da venda VEN015553;141.53;Conta a Receber;CR020153;2025-02
MOV021645;2025-02-26;Receita;Vendas;Recebimento da venda VEN015554;283.06;Conta a Receber;CR020154;2025-02
MOV021646;2025-03-12;Receita;Vendas;Recebimento da venda VEN015555;141.53;Conta a Receber;CR020155;2025-02
MOV021647;2025-02-01;Receita;Vendas;Recebimento da venda VEN015556;141.53;Conta a Receber;CR020156;2025-02
MOV021648;2025-03-14;Receita;Vendas;Recebimento da venda VEN015557;283.06;Conta a Receber;CR020157;2025-02
MOV021649;2025-02-06;Receita;Vendas;Recebimento da venda VEN015558;141.53;Conta a Receber;CR020158;2025-02
MOV021650;2025-02-04;Receita;Vendas;Recebimento da venda VEN015559;141.53;Conta a Receber;CR020159;2025-02
MOV021651;2025-02-21;Receita;Vendas;Recebimento da venda VEN015560;141.53;Conta a Receber;CR020160;2025-02
MOV021652;2025-02-22;Receita;Vendas;Recebimento da venda VEN015561;566.12;Conta a Receber;CR020161;2025-02
MOV021653;2025-03-17;Receita;Vendas;Recebimento da venda VEN015562;134.45;Conta a Receber;CR020162;2025-02
MOV021654;2025-02-03;Receita;Vendas;Recebimento da venda VEN015563;229.96;Conta a Receber;CR020163;2025-02
MOV021655;2025-03-27;Receita;Vendas;Recebimento da venda VEN015564;229.96;Conta a Receber;CR020164;2025-02
MOV021656;2025-03-13;Receita;Vendas;Recebimento da venda VEN015565;114.98;Conta a Receber;CR020165;2025-02
MOV021657;2025-04-12;Receita;Vendas;Recebimento da venda VEN015565;114.98;Conta a Receber;CR020166;2025-02
MOV021658;2025-03-03;Receita;Vendas;Recebimento da venda VEN015566;459.92;Conta a Receber;CR020167;2025-02
MOV021659;2025-03-31;Receita;Vendas;Recebimento da venda VEN015567;76.65;Conta a Receber;CR020168;2025-02
MOV021660;2025-04-30;Receita;Vendas;Recebimento da venda VEN015567;76.65;Conta a Receber;CR020169;2025-02
MOV021661;2025-05-28;Receita;Vendas;Recebimento da venda VEN015567;76.66;Conta a Receber;CR020170;2025-02
MOV021662;2025-02-09;Receita;Vendas;Recebimento da venda VEN015568;218.46;Conta a Receber;CR020171;2025-02
MOV021663;2025-02-03;Receita;Vendas;Recebimento da venda VEN015569;229.96;Conta a Receber;CR020172;2025-02
MOV021664;2025-02-09;Receita;Vendas;Recebimento da venda VEN015570;919.84;Conta a Receber;CR020173;2025-02
MOV021665;2025-02-25;Receita;Vendas;Recebimento da venda VEN015571;176.59;Conta a Receber;CR020174;2025-02
MOV021666;2025-03-30;Receita;Vendas;Recebimento da venda VEN015572;353.18;Conta a Receber;CR020175;2025-02
MOV021667;2025-02-04;Receita;Vendas;Recebimento da venda VEN015573;503.28;Conta a Receber;CR020176;2025-02
MOV021668;2025-03-21;Receita;Vendas;Recebimento da venda VEN015574;176.59;Conta a Receber;CR020177;2025-02
MOV021669;2025-03-09;Receita;Vendas;Recebimento da venda VEN015575;353.18;Conta a Receber;CR020178;2025-02
MOV021670;2025-02-15;Receita;Vendas;Recebimento da venda VEN015576;353.18;Conta a Receber;CR020179;2025-02
MOV021671;2025-02-25;Receita;Vendas;Recebimento da venda VEN015577;126.44;Conta a Receber;CR020180;2025-02
MOV021672;2025-03-05;Receita;Vendas;Recebimento da venda VEN015578;133.09;Conta a Receber;CR020181;2025-02
MOV021673;2025-02-28;Receita;Vendas;Recebimento da venda VEN015579;133.09;Conta a Receber;CR020182;2025-02
MOV021674;2025-03-07;Receita;Vendas;Recebimento da venda VEN015580;399.27;Conta a Receber;CR020183;2025-02
MOV021675;2025-03-16;Receita;Vendas;Recebimento da venda VEN015581;126.44;Conta a Receber;CR020184;2025-02
MOV021676;2025-02-12;Receita;Vendas;Recebimento da venda VEN015582;133.09;Conta a Receber;CR020185;2025-02
MOV021677;2025-03-29;Receita;Vendas;Recebimento da venda VEN015583;66.55;Conta a Receber;CR020186;2025-02
MOV021678;2025-04-27;Receita;Vendas;Recebimento da venda VEN015583;66.54;Conta a Receber;CR020187;2025-02
MOV021679;2025-03-13;Receita;Vendas;Recebimento da venda VEN015584;133.09;Conta a Receber;CR020188;2025-02
MOV021680;2025-03-23;Receita;Vendas;Recebimento da venda VEN015585;66.55;Conta a Receber;CR020189;2025-02
MOV021681;2025-04-21;Receita;Vendas;Recebimento da venda VEN015585;66.54;Conta a Receber;CR020190;2025-02
MOV021682;2025-02-18;Receita;Vendas;Recebimento da venda VEN015586;133.09;Conta a Receber;CR020191;2025-02
MOV021683;2025-03-09;Receita;Vendas;Recebimento da venda VEN015587;66.55;Conta a Receber;CR020192;2025-02
MOV021684;2025-04-08;Receita;Vendas;Recebimento da venda VEN015587;66.54;Conta a Receber;CR020193;2025-02
MOV021685;2025-02-11;Receita;Vendas;Recebimento da venda VEN015588;133.09;Conta a Receber;CR020194;2025-02
MOV021686;2025-03-25;Receita;Vendas;Recebimento da venda VEN015589;133.09;Conta a Receber;CR020195;2025-02
MOV021687;2025-03-13;Receita;Vendas;Recebimento da venda VEN015590;266.18;Conta a Receber;CR020196;2025-02
MOV021688;2025-02-15;Receita;Vendas;Recebimento da venda VEN015591;133.09;Conta a Receber;CR020197;2025-02
MOV021689;2025-02-19;Receita;Vendas;Recebimento da venda VEN015592;133.09;Conta a Receber;CR020198;2025-02
MOV021690;2025-03-03;Receita;Vendas;Recebimento da venda VEN015593;266.18;Conta a Receber;CR020199;2025-02
MOV021691;2025-02-15;Receita;Vendas;Recebimento da venda VEN015594;133.09;Conta a Receber;CR020200;2025-02
MOV021692;2025-03-02;Receita;Vendas;Recebimento da venda VEN015595;133.09;Conta a Receber;CR020201;2025-02
MOV021693;2025-02-25;Receita;Vendas;Recebimento da venda VEN015596;133.09;Conta a Receber;CR020202;2025-02
MOV021694;2025-03-08;Receita;Vendas;Recebimento da venda VEN015597;133.09;Conta a Receber;CR020203;2025-02
MOV021695;2025-02-04;Receita;Vendas;Recebimento da venda VEN015598;672.32;Conta a Receber;CR020204;2025-02
MOV021696;2025-02-24;Receita;Vendas;Recebimento da venda VEN015599;336.16;Conta a Receber;CR020205;2025-02
MOV021697;2025-03-12;Receita;Vendas;Recebimento da venda VEN015600;159.68;Conta a Receber;CR020206;2025-02
MOV021698;2025-02-02;Receita;Vendas;Recebimento da venda VEN015601;168.08;Conta a Receber;CR020207;2025-02
MOV021699;2025-03-09;Receita;Vendas;Recebimento da venda VEN015602;168.08;Conta a Receber;CR020208;2025-02
MOV021700;2025-02-02;Receita;Vendas;Recebimento da venda VEN015603;504.24;Conta a Receber;CR020209;2025-02
MOV021701;2025-02-13;Receita;Vendas;Recebimento da venda VEN015604;168.08;Conta a Receber;CR020210;2025-02
MOV021702;2025-02-25;Receita;Vendas;Recebimento da venda VEN015605;254.82;Conta a Receber;CR020211;2025-02
MOV021703;2025-03-21;Receita;Vendas;Recebimento da venda VEN015606;254.82;Conta a Receber;CR020212;2025-02
MOV021704;2025-03-06;Receita;Vendas;Recebimento da venda VEN015607;254.82;Conta a Receber;CR020213;2025-02
MOV021705;2025-02-13;Receita;Vendas;Recebimento da venda VEN015608;509.64;Conta a Receber;CR020214;2025-02
MOV021706;2025-03-07;Receita;Vendas;Recebimento da venda VEN015609;254.82;Conta a Receber;CR020215;2025-02
MOV021707;2025-02-25;Receita;Vendas;Recebimento da venda VEN015610;242.08;Conta a Receber;CR020216;2025-02
MOV021708;2025-02-02;Receita;Vendas;Recebimento da venda VEN015611;254.82;Conta a Receber;CR020217;2025-02
MOV021709;2025-02-19;Receita;Vendas;Recebimento da venda VEN015612;1019.28;Conta a Receber;CR020218;2025-02
MOV021710;2025-03-25;Receita;Vendas;Recebimento da venda VEN015613;484.16;Conta a Receber;CR020219;2025-02
MOV021711;2025-03-20;Receita;Vendas;Recebimento da venda VEN015614;254.82;Conta a Receber;CR020220;2025-02
MOV021712;2025-02-08;Receita;Vendas;Recebimento da venda VEN015615;254.82;Conta a Receber;CR020221;2025-02
MOV021713;2025-03-19;Receita;Vendas;Recebimento da venda VEN015616;509.64;Conta a Receber;CR020222;2025-02
MOV021714;2025-02-07;Receita;Vendas;Recebimento da venda VEN015617;764.46;Conta a Receber;CR020223;2025-02
MOV021715;2025-03-04;Receita;Vendas;Recebimento da venda VEN015618;509.64;Conta a Receber;CR020224;2025-02
MOV021716;2025-02-03;Receita;Vendas;Recebimento da venda VEN015619;254.82;Conta a Receber;CR020225;2025-02
MOV021717;2025-02-25;Receita;Vendas;Recebimento da venda VEN015620;509.64;Conta a Receber;CR020226;2025-02
MOV021718;2025-03-03;Receita;Vendas;Recebimento da venda VEN015621;169.88;Conta a Receber;CR020227;2025-02
MOV021719;2025-04-02;Receita;Vendas;Recebimento da venda VEN015621;169.88;Conta a Receber;CR020228;2025-02
MOV021720;2025-05-04;Receita;Vendas;Recebimento da venda VEN015621;169.88;Conta a Receber;CR020229;2025-02
MOV021721;2025-03-07;Receita;Vendas;Recebimento da venda VEN015622;137.56;Conta a Receber;CR020230;2025-02
MOV021722;2025-04-06;Receita;Vendas;Recebimento da venda VEN015622;137.55;Conta a Receber;CR020231;2025-02
MOV021723;2025-03-30;Receita;Vendas;Recebimento da venda VEN015623;275.11;Conta a Receber;CR020232;2025-02
MOV021724;2025-04-29;Receita;Vendas;Recebimento da venda VEN015623;275.11;Conta a Receber;CR020233;2025-02
MOV021725;2025-03-08;Receita;Vendas;Recebimento da venda VEN015624;275.11;Conta a Receber;CR020234;2025-02
MOV021726;2025-03-30;Receita;Vendas;Recebimento da venda VEN015625;825.33;Conta a Receber;CR020235;2025-02
MOV021727;2025-03-25;Receita;Vendas;Recebimento da venda VEN015626;261.35;Conta a Receber;CR020236;2025-02
MOV021728;2025-03-10;Receita;Vendas;Recebimento da venda VEN015627;275.11;Conta a Receber;CR020237;2025-02
MOV021729;2025-02-23;Receita;Vendas;Recebimento da venda VEN015628;121.77;Conta a Receber;CR020238;2025-02
MOV021730;2025-03-19;Receita;Vendas;Recebimento da venda VEN015629;121.77;Conta a Receber;CR020239;2025-02
MOV021731;2025-02-08;Receita;Vendas;Recebimento da venda VEN015630;115.68;Conta a Receber;CR020240;2025-02
MOV021732;2025-02-19;Receita;Vendas;Recebimento da venda VEN015631;243.54;Conta a Receber;CR020241;2025-02
MOV021733;2025-02-26;Receita;Vendas;Recebimento da venda VEN015632;121.77;Conta a Receber;CR020242;2025-02
MOV021734;2025-02-24;Receita;Vendas;Recebimento da venda VEN015633;365.31;Conta a Receber;CR020243;2025-02
MOV021735;2025-03-05;Receita;Vendas;Recebimento da venda VEN015634;231.36;Conta a Receber;CR020244;2025-02
MOV021736;2025-02-02;Receita;Vendas;Recebimento da venda VEN015635;365.31;Conta a Receber;CR020245;2025-02
MOV021737;2025-02-28;Receita;Vendas;Recebimento da venda VEN015636;121.77;Conta a Receber;CR020246;2025-02
MOV021738;2025-03-22;Receita;Vendas;Recebimento da venda VEN015637;209.28;Conta a Receber;CR020247;2025-02
MOV021739;2025-04-21;Receita;Vendas;Recebimento da venda VEN015637;209.28;Conta a Receber;CR020248;2025-02
MOV021740;2025-05-22;Receita;Vendas;Recebimento da venda VEN015637;209.28;Conta a Receber;CR020249;2025-02
MOV021741;2025-02-25;Receita;Vendas;Recebimento da venda VEN015638;418.56;Conta a Receber;CR020250;2025-02
MOV021742;2025-02-17;Receita;Vendas;Recebimento da venda VEN015639;209.28;Conta a Receber;CR020251;2025-02
MOV021743;2025-02-05;Receita;Vendas;Recebimento da venda VEN015640;209.28;Conta a Receber;CR020252;2025-02
MOV021744;2025-02-06;Receita;Vendas;Recebimento da venda VEN015641;209.28;Conta a Receber;CR020253;2025-02
MOV021745;2025-03-16;Receita;Vendas;Recebimento da venda VEN015642;132.54;Conta a Receber;CR020254;2025-02
MOV021746;2025-04-14;Receita;Vendas;Recebimento da venda VEN015642;132.54;Conta a Receber;CR020255;2025-02
MOV021747;2025-05-14;Receita;Vendas;Recebimento da venda VEN015642;132.55;Conta a Receber;CR020256;2025-02
MOV021748;2025-03-25;Receita;Vendas;Recebimento da venda VEN015643;59.97;Conta a Receber;CR020257;2025-02
MOV021749;2025-04-24;Receita;Vendas;Recebimento da venda VEN015643;59.96;Conta a Receber;CR020258;2025-02
MOV021750;2025-02-24;Receita;Vendas;Recebimento da venda VEN015644;239.86;Conta a Receber;CR020259;2025-02
MOV021751;2025-02-07;Receita;Vendas;Recebimento da venda VEN015645;126.24;Conta a Receber;CR020260;2025-02
MOV021752;2025-03-04;Receita;Vendas;Recebimento da venda VEN015646;119.93;Conta a Receber;CR020261;2025-02
MOV021753;2025-02-26;Receita;Vendas;Recebimento da venda VEN015647;504.96;Conta a Receber;CR020262;2025-02
MOV021754;2025-03-07;Receita;Vendas;Recebimento da venda VEN015648;126.24;Conta a Receber;CR020263;2025-02
MOV021755;2025-03-18;Receita;Vendas;Recebimento da venda VEN015649;126.24;Conta a Receber;CR020264;2025-02
MOV021756;2025-04-17;Receita;Vendas;Recebimento da venda VEN015649;126.24;Conta a Receber;CR020265;2025-02
MOV021757;2025-05-17;Receita;Vendas;Recebimento da venda VEN015649;126.24;Conta a Receber;CR020266;2025-02
MOV021758;2025-03-29;Receita;Vendas;Recebimento da venda VEN015650;59.97;Conta a Receber;CR020267;2025-02
MOV021759;2025-04-28;Receita;Vendas;Recebimento da venda VEN015650;59.96;Conta a Receber;CR020268;2025-02
MOV021760;2025-02-11;Receita;Vendas;Recebimento da venda VEN015651;644.67;Conta a Receber;CR020269;2025-02
MOV021761;2025-02-27;Receita;Vendas;Recebimento da venda VEN015652;169.65;Conta a Receber;CR020270;2025-02
MOV021762;2025-02-08;Receita;Vendas;Recebimento da venda VEN015653;508.95;Conta a Receber;CR020271;2025-02
MOV021763;2025-02-08;Receita;Vendas;Recebimento da venda VEN015654;79.48;Conta a Receber;CR020272;2025-02
MOV021764;2025-03-23;Receita;Vendas;Recebimento da venda VEN015655;158.96;Conta a Receber;CR020273;2025-02
MOV021765;2025-02-18;Receita;Vendas;Recebimento da venda VEN015656;75.51;Conta a Receber;CR020274;2025-02
MOV021766;2025-02-13;Receita;Vendas;Recebimento da venda VEN015657;158.96;Conta a Receber;CR020275;2025-02
MOV021767;2025-02-13;Receita;Vendas;Recebimento da venda VEN015658;79.48;Conta a Receber;CR020276;2025-02
MOV021768;2025-03-12;Receita;Vendas;Recebimento da venda VEN015659;158.96;Conta a Receber;CR020277;2025-02
MOV021769;2025-02-14;Receita;Vendas;Recebimento da venda VEN015660;79.48;Conta a Receber;CR020278;2025-02
MOV021770;2025-03-22;Receita;Vendas;Recebimento da venda VEN015661;391.26;Conta a Receber;CR020279;2025-02
MOV021771;2025-02-22;Receita;Vendas;Recebimento da venda VEN015662;130.42;Conta a Receber;CR020280;2025-02
MOV021772;2025-03-16;Receita;Vendas;Recebimento da venda VEN015663;130.42;Conta a Receber;CR020281;2025-02
MOV021773;2025-02-13;Receita;Vendas;Recebimento da venda VEN015664;247.8;Conta a Receber;CR020282;2025-02
MOV021774;2025-02-25;Receita;Vendas;Recebimento da venda VEN015665;123.9;Conta a Receber;CR020283;2025-02
MOV021775;2025-02-27;Receita;Vendas;Recebimento da venda VEN015666;130.42;Conta a Receber;CR020284;2025-02
MOV021776;2025-03-29;Receita;Vendas;Recebimento da venda VEN015667;65.21;Conta a Receber;CR020285;2025-02
MOV021777;2025-04-28;Receita;Vendas;Recebimento da venda VEN015667;65.21;Conta a Receber;CR020286;2025-02
MOV021778;2025-02-17;Receita;Vendas;Recebimento da venda VEN015668;130.42;Conta a Receber;CR020287;2025-02
MOV021779;2025-03-31;Receita;Vendas;Recebimento da venda VEN015669;130.42;Conta a Receber;CR020288;2025-02
MOV021780;2025-02-06;Receita;Vendas;Recebimento da venda VEN015670;260.84;Conta a Receber;CR020289;2025-02
MOV021781;2025-02-06;Receita;Vendas;Recebimento da venda VEN015671;130.42;Conta a Receber;CR020290;2025-02
MOV021782;2025-02-25;Receita;Vendas;Recebimento da venda VEN015672;123.9;Conta a Receber;CR020291;2025-02
MOV021783;2025-03-15;Receita;Vendas;Recebimento da venda VEN015673;130.42;Conta a Receber;CR020292;2025-02
MOV021784;2025-03-08;Receita;Vendas;Recebimento da venda VEN015674;260.84;Conta a Receber;CR020293;2025-02
MOV021785;2025-03-03;Receita;Vendas;Recebimento da venda VEN015675;260.84;Conta a Receber;CR020294;2025-02
MOV021786;2025-03-03;Receita;Vendas;Recebimento da venda VEN015676;165.2;Conta a Receber;CR020295;2025-02
MOV021787;2025-04-02;Receita;Vendas;Recebimento da venda VEN015676;165.2;Conta a Receber;CR020296;2025-02
MOV021788;2025-05-02;Receita;Vendas;Recebimento da venda VEN015676;165.2;Conta a Receber;CR020297;2025-02
MOV021789;2025-03-28;Receita;Vendas;Recebimento da venda VEN015677;143.89;Conta a Receber;CR020298;2025-02
MOV021790;2025-02-10;Receita;Vendas;Recebimento da venda VEN015678;287.77;Conta a Receber;CR020299;2025-02
MOV021791;2025-03-29;Receita;Vendas;Recebimento da venda VEN015679;151.46;Conta a Receber;CR020300;2025-02
MOV021792;2025-02-01;Receita;Vendas;Recebimento da venda VEN015680;151.46;Conta a Receber;CR020301;2025-02
MOV021793;2025-02-12;Receita;Vendas;Recebimento da venda VEN015681;151.46;Conta a Receber;CR020302;2025-02
MOV021794;2025-02-09;Receita;Vendas;Recebimento da venda VEN015682;605.84;Conta a Receber;CR020303;2025-02
MOV021795;2025-03-22;Receita;Vendas;Recebimento da venda VEN015683;151.46;Conta a Receber;CR020304;2025-02
MOV021796;2025-04-23;Receita;Vendas;Recebimento da venda VEN015683;151.46;Conta a Receber;CR020305;2025-02
MOV021797;2025-05-21;Receita;Vendas;Recebimento da venda VEN015683;151.46;Conta a Receber;CR020306;2025-02
MOV021798;2025-02-20;Receita;Vendas;Recebimento da venda VEN015684;454.38;Conta a Receber;CR020307;2025-02
MOV021799;2025-02-14;Receita;Vendas;Recebimento da venda VEN015685;151.46;Conta a Receber;CR020308;2025-02
MOV021800;2025-02-26;Receita;Vendas;Recebimento da venda VEN015686;143.89;Conta a Receber;CR020309;2025-02
MOV021801;2025-03-07;Receita;Vendas;Recebimento da venda VEN015687;454.38;Conta a Receber;CR020310;2025-02
MOV021802;2025-02-25;Receita;Vendas;Recebimento da venda VEN015688;255.7;Conta a Receber;CR020311;2025-02
MOV021803;2025-02-24;Receita;Vendas;Recebimento da venda VEN015689;255.7;Conta a Receber;CR020312;2025-02
MOV021804;2025-03-10;Receita;Vendas;Recebimento da venda VEN015690;255.7;Conta a Receber;CR020313;2025-02
MOV021805;2025-02-09;Receita;Vendas;Recebimento da venda VEN015691;242.91;Conta a Receber;CR020314;2025-02
MOV021806;2025-03-13;Receita;Vendas;Recebimento da venda VEN015692;80.97;Conta a Receber;CR020315;2025-02
MOV021807;2025-04-12;Receita;Vendas;Recebimento da venda VEN015692;80.97;Conta a Receber;CR020316;2025-02
MOV021808;2025-05-12;Receita;Vendas;Recebimento da venda VEN015692;80.97;Conta a Receber;CR020317;2025-02
MOV021809;2025-02-05;Receita;Vendas;Recebimento da venda VEN015693;255.7;Conta a Receber;CR020318;2025-02
MOV021810;2025-03-23;Receita;Vendas;Recebimento da venda VEN015694;80.97;Conta a Receber;CR020319;2025-02
MOV021811;2025-04-24;Receita;Vendas;Recebimento da venda VEN015694;80.97;Conta a Receber;CR020320;2025-02
MOV021812;2025-05-23;Receita;Vendas;Recebimento da venda VEN015694;80.97;Conta a Receber;CR020321;2025-02
MOV021813;2025-02-20;Receita;Vendas;Recebimento da venda VEN015695;511.4;Conta a Receber;CR020322;2025-02
MOV021814;2025-03-11;Receita;Vendas;Recebimento da venda VEN015696;255.7;Conta a Receber;CR020323;2025-02
MOV021815;2025-03-14;Receita;Vendas;Recebimento da venda VEN015697;971.66;Conta a Receber;CR020324;2025-02
MOV021816;2025-03-13;Receita;Vendas;Recebimento da venda VEN015698;161.94;Conta a Receber;CR020325;2025-02
MOV021817;2025-04-13;Receita;Vendas;Recebimento da venda VEN015698;161.94;Conta a Receber;CR020326;2025-02
MOV021818;2025-05-13;Receita;Vendas;Recebimento da venda VEN015698;161.95;Conta a Receber;CR020327;2025-02
MOV021819;2025-03-04;Receita;Vendas;Recebimento da venda VEN015699;255.7;Conta a Receber;CR020328;2025-02
MOV021820;2025-04-05;Receita;Vendas;Recebimento da venda VEN015699;255.7;Conta a Receber;CR020329;2025-02
MOV021821;2025-05-04;Receita;Vendas;Recebimento da venda VEN015699;255.7;Conta a Receber;CR020330;2025-02
MOV021822;2025-02-12;Receita;Vendas;Recebimento da venda VEN015700;255.7;Conta a Receber;CR020331;2025-02
MOV021823;2025-02-25;Receita;Vendas;Recebimento da venda VEN015701;263.49;Conta a Receber;CR020332;2025-02
MOV021824;2025-03-03;Receita;Vendas;Recebimento da venda VEN015702;750.95;Conta a Receber;CR020333;2025-02
MOV021825;2025-03-09;Receita;Vendas;Recebimento da venda VEN015703;263.49;Conta a Receber;CR020334;2025-02
MOV021826;2025-03-24;Receita;Vendas;Recebimento da venda VEN015704;334.68;Conta a Receber;CR020335;2025-02
MOV021827;2025-03-16;Receita;Vendas;Recebimento da venda VEN015705;334.68;Conta a Receber;CR020336;2025-02
MOV021828;2025-02-11;Receita;Vendas;Recebimento da venda VEN015706;317.95;Conta a Receber;CR020337;2025-02
MOV021829;2025-02-22;Receita;Vendas;Recebimento da venda VEN015707;167.34;Conta a Receber;CR020338;2025-02
MOV021830;2025-02-27;Receita;Vendas;Recebimento da venda VEN015708;167.34;Conta a Receber;CR020339;2025-02
MOV021831;2025-02-12;Receita;Vendas;Recebimento da venda VEN015709;167.34;Conta a Receber;CR020340;2025-02
MOV021832;2025-03-21;Receita;Vendas;Recebimento da venda VEN015710;158.97;Conta a Receber;CR020341;2025-02
MOV021833;2025-02-23;Receita;Vendas;Recebimento da venda VEN015711;502.02;Conta a Receber;CR020342;2025-02
MOV021834;2025-03-04;Receita;Vendas;Recebimento da venda VEN015712;669.36;Conta a Receber;CR020343;2025-02
MOV021835;2025-02-04;Receita;Vendas;Recebimento da venda VEN015713;158.97;Conta a Receber;CR020344;2025-02
MOV021836;2025-03-27;Receita;Vendas;Recebimento da venda VEN015714;334.68;Conta a Receber;CR020345;2025-02
MOV021837;2025-02-19;Receita;Vendas;Recebimento da venda VEN015715;163.65;Conta a Receber;CR020346;2025-02
MOV021838;2025-03-09;Receita;Vendas;Recebimento da venda VEN015716;327.3;Conta a Receber;CR020347;2025-02
MOV021839;2025-02-14;Receita;Vendas;Recebimento da venda VEN015717;327.3;Conta a Receber;CR020348;2025-02
MOV021840;2025-03-26;Receita;Vendas;Recebimento da venda VEN015718;109.1;Conta a Receber;CR020349;2025-02
MOV021841;2025-04-23;Receita;Vendas;Recebimento da venda VEN015718;109.1;Conta a Receber;CR020350;2025-02
MOV021842;2025-05-23;Receita;Vendas;Recebimento da venda VEN015718;109.1;Conta a Receber;CR020351;2025-02
MOV021843;2025-02-20;Receita;Vendas;Recebimento da venda VEN015719;327.3;Conta a Receber;CR020352;2025-02
MOV021844;2025-03-20;Receita;Vendas;Recebimento da venda VEN015720;310.94;Conta a Receber;CR020353;2025-02
MOV021845;2025-03-08;Receita;Vendas;Recebimento da venda VEN015721;327.3;Conta a Receber;CR020354;2025-02
MOV021846;2025-02-22;Receita;Vendas;Recebimento da venda VEN015722;490.95;Conta a Receber;CR020355;2025-02
MOV021847;2025-03-12;Receita;Vendas;Recebimento da venda VEN015723;51.82;Conta a Receber;CR020356;2025-02
MOV021848;2025-04-10;Receita;Vendas;Recebimento da venda VEN015723;51.82;Conta a Receber;CR020357;2025-02
MOV021849;2025-05-09;Receita;Vendas;Recebimento da venda VEN015723;51.83;Conta a Receber;CR020358;2025-02
MOV021850;2025-02-21;Receita;Vendas;Recebimento da venda VEN015724;155.47;Conta a Receber;CR020359;2025-02
MOV021851;2025-02-14;Receita;Vendas;Recebimento da venda VEN015725;163.65;Conta a Receber;CR020360;2025-02
MOV021852;2025-02-05;Receita;Vendas;Recebimento da venda VEN015726;163.65;Conta a Receber;CR020361;2025-02
MOV021853;2025-03-28;Receita;Vendas;Recebimento da venda VEN015727;163.65;Conta a Receber;CR020362;2025-02
MOV021854;2025-03-12;Receita;Vendas;Recebimento da venda VEN015728;327.3;Conta a Receber;CR020363;2025-02
MOV021855;2025-02-16;Receita;Vendas;Recebimento da venda VEN015729;199.37;Conta a Receber;CR020364;2025-02
MOV021856;2025-02-19;Receita;Vendas;Recebimento da venda VEN015730;199.37;Conta a Receber;CR020365;2025-02
MOV021857;2025-02-03;Receita;Vendas;Recebimento da venda VEN015731;189.4;Conta a Receber;CR020366;2025-02
MOV021858;2025-02-07;Receita;Vendas;Recebimento da venda VEN015732;199.37;Conta a Receber;CR020367;2025-02
MOV021859;2025-03-12;Receita;Vendas;Recebimento da venda VEN015733;199.37;Conta a Receber;CR020368;2025-02
MOV021860;2025-02-22;Receita;Vendas;Recebimento da venda VEN015734;797.48;Conta a Receber;CR020369;2025-02
MOV021861;2025-02-19;Receita;Vendas;Recebimento da venda VEN015735;398.74;Conta a Receber;CR020370;2025-02
MOV021862;2025-02-16;Receita;Vendas;Recebimento da venda VEN015736;131.07;Conta a Receber;CR020371;2025-02
MOV021863;2025-03-28;Receita;Vendas;Recebimento da venda VEN015737;262.14;Conta a Receber;CR020372;2025-02
MOV021864;2025-02-20;Receita;Vendas;Recebimento da venda VEN015738;131.07;Conta a Receber;CR020373;2025-02
MOV021865;2025-02-10;Receita;Vendas;Recebimento da venda VEN015739;131.07;Conta a Receber;CR020374;2025-02
MOV021866;2025-03-14;Receita;Vendas;Recebimento da venda VEN015740;131.07;Conta a Receber;CR020375;2025-02
MOV021867;2025-02-12;Receita;Vendas;Recebimento da venda VEN015741;124.52;Conta a Receber;CR020376;2025-02
MOV021868;2025-02-07;Receita;Vendas;Recebimento da venda VEN015742;131.07;Conta a Receber;CR020377;2025-02
MOV021869;2025-03-22;Receita;Vendas;Recebimento da venda VEN015743;124.52;Conta a Receber;CR020378;2025-02
MOV021870;2025-02-10;Receita;Vendas;Recebimento da venda VEN015744;131.07;Conta a Receber;CR020379;2025-02
MOV021871;2025-02-26;Receita;Vendas;Recebimento da venda VEN015745;262.14;Conta a Receber;CR020380;2025-02
MOV021872;2025-03-06;Receita;Vendas;Recebimento da venda VEN015746;131.07;Conta a Receber;CR020381;2025-02
MOV021873;2025-04-05;Receita;Vendas;Recebimento da venda VEN015746;131.07;Conta a Receber;CR020382;2025-02
MOV021874;2025-02-05;Receita;Vendas;Recebimento da venda VEN015747;154.18;Conta a Receber;CR020383;2025-02
MOV021875;2025-02-14;Receita;Vendas;Recebimento da venda VEN015748;81.15;Conta a Receber;CR020384;2025-02
MOV021876;2025-03-08;Receita;Vendas;Recebimento da venda VEN015749;108.2;Conta a Receber;CR020385;2025-02
MOV021877;2025-04-06;Receita;Vendas;Recebimento da venda VEN015749;108.2;Conta a Receber;CR020386;2025-02
MOV021878;2025-05-08;Receita;Vendas;Recebimento da venda VEN015749;108.2;Conta a Receber;CR020387;2025-02
MOV021879;2025-03-22;Receita;Vendas;Recebimento da venda VEN015750;81.15;Conta a Receber;CR020388;2025-02
