id_venda;data_venda;cliente_id;produto_id;canal_venda;quantidade;preco_unitario;valor_bruto;desconto_percentual;valor_desconto;valor_liquido;custo_total;lucro_bruto;margem_percentual;status;competencia
VEN011103;2024-09-22;CLI099;PROD048;Loja Física;1;135.02;135.02;0.0;0.0;135.02;67.29;67.73;50.2;Concluída;2024-09
VEN011104;2024-09-10;CLI062;PROD048;Loja Física;3;135.02;405.06;0.0;0.0;405.06;201.86;203.2;50.2;Concluída;2024-09
VEN011105;2024-09-09;CLI005;PROD048;Loja Física;1;135.02;135.02;0.0;0.0;135.02;67.29;67.73;50.2;Concluída;2024-09
VEN011106;2024-09-05;CLI018;PROD048;Loja Física;1;135.02;135.02;0.0;0.0;135.02;67.29;67.73;50.2;Concluída;2024-09
VEN011107;2024-09-26;CLI102;PROD048;WhatsApp;2;135.02;270.04;0.0;0.0;270.04;134.58;135.46;50.2;Concluída;2024-09
VEN011108;2024-09-07;CLI083;PROD048;Loja Física;3;135.02;405.06;5.0;20.25;384.81;201.86;182.95;47.5;Concluída;2024-09
VEN011109;2024-09-24;CLI009;PROD048;E-commerce;2;135.02;270.04;0.0;0.0;270.04;134.58;135.46;50.2;Concluída;2024-09
VEN011110;2024-09-24;CLI003;PROD049;E-commerce;3;253.21;759.63;0.0;0.0;759.63;340.74;418.89;55.1;Concluída;2024-09
VEN011111;2024-09-11;CLI051;PROD049;WhatsApp;1;253.21;253.21;0.0;0.0;253.21;113.58;139.63;55.1;Concluída;2024-09
VEN011112;2024-09-08;CLI118;PROD049;E-commerce;1;253.21;253.21;0.0;0.0;253.21;113.58;139.63;55.1;Concluída;2024-09
VEN011113;2024-09-10;CLI095;PROD049;Loja Física;2;253.21;506.42;5.0;25.32;481.1;227.16;253.94;52.8;Concluída;2024-09
VEN011114;2024-09-17;CLI040;PROD050;Loja Física;2;148.75;297.5;0.0;0.0;297.5;152.57;144.93;48.7;Concluída;2024-09
VEN011115;2024-09-03;CLI013;PROD050;E-commerce;1;148.75;148.75;5.0;7.44;141.31;76.29;65.02;46.0;Concluída;2024-09
VEN011116;2024-09-18;CLI016;PROD050;E-commerce;1;148.75;148.75;0.0;0.0;148.75;76.29;72.46;48.7;Concluída;2024-09
VEN011117;2024-09-26;CLI089;PROD050;E-commerce;1;148.75;148.75;0.0;0.0;148.75;76.29;72.46;48.7;Concluída;2024-09
VEN011118;2024-09-27;CLI075;PROD050;E-commerce;2;148.75;297.5;0.0;0.0;297.5;152.57;144.93;48.7;Concluída;2024-09
VEN011119;2024-09-29;CLI046;PROD050;Loja Física;1;148.75;148.75;0.0;0.0;148.75;76.29;72.46;48.7;Concluída;2024-09
VEN011120;2024-09-07;CLI080;PROD050;Loja Física;1;148.75;148.75;0.0;0.0;148.75;76.29;72.46;48.7;Concluída;2024-09
VEN011121;2024-09-03;CLI074;PROD050;E-commerce;2;148.75;297.5;0.0;0.0;297.5;152.57;144.93;48.7;Concluída;2024-09
VEN011122;2024-09-24;CLI119;PROD051;E-commerce;1;185.26;185.26;0.0;0.0;185.26;75.9;109.36;59.0;Concluída;2024-09
VEN011123;2024-09-13;CLI051;PROD051;E-commerce;3;185.26;555.78;5.0;27.79;527.99;227.69;300.3;56.9;Concluída;2024-09
VEN011124;2024-09-18;CLI039;PROD051;WhatsApp;1;185.26;185.26;0.0;0.0;185.26;75.9;109.36;59.0;Concluída;2024-09
VEN011125;2024-09-09;CLI095;PROD051;Loja Física;1;185.26;185.26;0.0;0.0;185.26;75.9;109.36;59.0;Concluída;2024-09
VEN011126;2024-09-12;CLI081;PROD051;Loja Física;4;185.26;741.04;0.0;0.0;741.04;303.59;437.45;59.0;Concluída;2024-09
VEN011127;2024-09-17;CLI083;PROD051;E-commerce;1;185.26;185.26;0.0;0.0;185.26;75.9;109.36;59.0;Concluída;2024-09
VEN011128;2024-09-05;CLI092;PROD052;Loja Física;2;175.62;351.24;0.0;0.0;351.24;153.88;197.36;56.2;Concluída;2024-09
VEN011129;2024-09-24;CLI072;PROD052;E-commerce;1;175.62;175.62;0.0;0.0;175.62;76.94;98.68;56.2;Concluída;2024-09
VEN011130;2024-09-28;CLI100;PROD052;E-commerce;3;175.62;526.86;0.0;0.0;526.86;230.82;296.04;56.2;Concluída;2024-09
VEN011131;2024-09-10;CLI063;PROD052;WhatsApp;3;175.62;526.86;0.0;0.0;526.86;230.82;296.04;56.2;Concluída;2024-09
VEN011132;2024-09-28;CLI053;PROD052;E-commerce;2;175.62;351.24;5.0;17.56;333.68;153.88;179.8;53.9;Concluída;2024-09
VEN011133;2024-09-19;CLI020;PROD052;Loja Física;3;175.62;526.86;0.0;0.0;526.86;230.82;296.04;56.2;Concluída;2024-09
VEN011134;2024-09-05;CLI120;PROD052;Loja Física;1;175.62;175.62;0.0;0.0;175.62;76.94;98.68;56.2;Concluída;2024-09
VEN011135;2024-09-19;CLI036;PROD052;Loja Física;1;175.62;175.62;0.0;0.0;175.62;76.94;98.68;56.2;Concluída;2024-09
VEN011136;2024-09-16;CLI090;PROD052;WhatsApp;2;175.62;351.24;0.0;0.0;351.24;153.88;197.36;56.2;Concluída;2024-09
VEN011137;2024-09-06;CLI024;PROD052;E-commerce;1;175.62;175.62;0.0;0.0;175.62;76.94;98.68;56.2;Concluída;2024-09
VEN011138;2024-09-11;CLI003;PROD053;Loja Física;1;161.84;161.84;0.0;0.0;161.84;72.32;89.52;55.3;Concluída;2024-09
VEN011139;2024-09-23;CLI093;PROD053;Loja Física;1;161.84;161.84;0.0;0.0;161.84;72.32;89.52;55.3;Concluída;2024-09
VEN011140;2024-09-24;CLI041;PROD053;Loja Física;1;161.84;161.84;0.0;0.0;161.84;72.32;89.52;55.3;Concluída;2024-09
VEN011141;2024-09-25;CLI102;PROD053;E-commerce;1;161.84;161.84;5.0;8.09;153.75;72.32;81.43;53.0;Concluída;2024-09
VEN011142;2024-09-16;CLI070;PROD053;Loja Física;2;161.84;323.68;0.0;0.0;323.68;144.64;179.04;55.3;Concluída;2024-09
VEN011143;2024-09-29;CLI057;PROD053;Loja Física;1;161.84;161.84;0.0;0.0;161.84;72.32;89.52;55.3;Concluída;2024-09
VEN011144;2024-09-03;CLI064;PROD053;WhatsApp;2;161.84;323.68;0.0;0.0;323.68;144.64;179.04;55.3;Concluída;2024-09
VEN011145;2024-09-22;CLI048;PROD053;Loja Física;1;161.84;161.84;5.0;8.09;153.75;72.32;81.43;53.0;Concluída;2024-09
VEN011146;2024-09-28;CLI028;PROD053;Loja Física;1;161.84;161.84;0.0;0.0;161.84;72.32;89.52;55.3;Concluída;2024-09
VEN011147;2024-09-24;CLI112;PROD053;Loja Física;2;161.84;323.68;0.0;0.0;323.68;144.64;179.04;55.3;Concluída;2024-09
VEN011148;2024-09-11;CLI010;PROD053;E-commerce;2;161.84;323.68;0.0;0.0;323.68;144.64;179.04;55.3;Concluída;2024-09
VEN011149;2024-09-07;CLI090;PROD054;Loja Física;2;59.89;119.78;0.0;0.0;119.78;57.69;62.09;51.8;Concluída;2024-09
VEN011150;2024-09-27;CLI115;PROD054;Loja Física;1;59.89;59.89;0.0;0.0;59.89;28.84;31.05;51.8;Concluída;2024-09
VEN011151;2024-09-27;CLI021;PROD054;Loja Física;1;59.89;59.89;0.0;0.0;59.89;28.84;31.05;51.8;Concluída;2024-09
VEN011152;2024-09-21;CLI073;PROD054;E-commerce;2;59.89;119.78;0.0;0.0;119.78;57.69;62.09;51.8;Concluída;2024-09
VEN011153;2024-09-04;CLI026;PROD054;Loja Física;1;59.89;59.89;0.0;0.0;59.89;28.84;31.05;51.8;Concluída;2024-09
VEN011154;2024-09-30;CLI026;PROD054;E-commerce;1;59.89;59.89;0.0;0.0;59.89;28.84;31.05;51.8;Concluída;2024-09
VEN011155;2024-09-01;CLI040;PROD054;Loja Física;2;59.89;119.78;0.0;0.0;119.78;57.69;62.09;51.8;Concluída;2024-09
VEN011156;2024-09-08;CLI094;PROD054;WhatsApp;1;59.89;59.89;0.0;0.0;59.89;28.84;31.05;51.8;Concluída;2024-09
VEN011157;2024-09-29;CLI108;PROD054;Loja Física;2;59.89;119.78;0.0;0.0;119.78;57.69;62.09;51.8;Concluída;2024-09
VEN011158;2024-09-05;CLI022;PROD054;E-commerce;1;59.89;59.89;0.0;0.0;59.89;28.84;31.05;51.8;Concluída;2024-09
VEN011159;2024-09-30;CLI039;PROD054;E-commerce;1;59.89;59.89;5.0;2.99;56.9;28.84;28.06;49.3;Concluída;2024-09
VEN011160;2024-09-18;CLI064;PROD054;E-commerce;1;59.89;59.89;0.0;0.0;59.89;28.84;31.05;51.8;Concluída;2024-09
VEN011161;2024-09-10;CLI068;PROD054;Loja Física;1;59.89;59.89;0.0;0.0;59.89;28.84;31.05;51.8;Concluída;2024-09
VEN011162;2024-09-05;CLI092;PROD054;WhatsApp;2;59.89;119.78;0.0;0.0;119.78;57.69;62.09;51.8;Concluída;2024-09
VEN011163;2024-09-20;CLI060;PROD054;Loja Física;2;59.89;119.78;0.0;0.0;119.78;57.69;62.09;51.8;Concluída;2024-09
VEN011164;2024-09-14;CLI075;PROD054;E-commerce;1;59.89;59.89;0.0;0.0;59.89;28.84;31.05;51.8;Concluída;2024-09
VEN011165;2024-09-25;CLI025;PROD054;E-commerce;2;59.89;119.78;0.0;0.0;119.78;57.69;62.09;51.8;Concluída;2024-09
VEN011166;2024-09-25;CLI036;PROD055;Loja Física;3;94.72;284.16;0.0;0.0;284.16;111.95;172.21;60.6;Concluída;2024-09
VEN011167;2024-09-02;CLI060;PROD055;E-commerce;2;94.72;189.44;0.0;0.0;189.44;74.63;114.81;60.6;Concluída;2024-09
VEN011168;2024-09-01;CLI061;PROD055;Loja Física;1;94.72;94.72;0.0;0.0;94.72;37.32;57.4;60.6;Concluída;2024-09
VEN011169;2024-09-19;CLI051;PROD055;E-commerce;3;94.72;284.16;0.0;0.0;284.16;111.95;172.21;60.6;Concluída;2024-09
VEN011170;2024-09-04;CLI090;PROD055;WhatsApp;1;94.72;94.72;0.0;0.0;94.72;37.32;57.4;60.6;Concluída;2024-09
VEN011171;2024-09-18;CLI070;PROD055;WhatsApp;1;94.72;94.72;0.0;0.0;94.72;37.32;57.4;60.6;Concluída;2024-09
VEN011172;2024-09-11;CLI016;PROD055;Loja Física;2;94.72;189.44;0.0;0.0;189.44;74.63;114.81;60.6;Concluída;2024-09
VEN011173;2024-09-04;CLI013;PROD055;Loja Física;1;94.72;94.72;0.0;0.0;94.72;37.32;57.4;60.6;Concluída;2024-09
VEN011174;2024-09-06;CLI029;PROD055;E-commerce;1;94.72;94.72;5.0;4.74;89.98;37.32;52.66;58.5;Concluída;2024-09
VEN011175;2024-09-09;CLI063;PROD055;Loja Física;1;94.72;94.72;0.0;0.0;94.72;37.32;57.4;60.6;Concluída;2024-09
VEN011176;2024-09-08;CLI098;PROD055;Loja Física;2;94.72;189.44;5.0;9.47;179.97;74.63;105.34;58.5;Concluída;2024-09
VEN011177;2024-09-05;CLI115;PROD055;E-commerce;1;94.72;94.72;0.0;0.0;94.72;37.32;57.4;60.6;Concluída;2024-09
VEN011178;2024-09-23;CLI069;PROD055;Loja Física;1;94.72;94.72;0.0;0.0;94.72;37.32;57.4;60.6;Concluída;2024-09
VEN011179;2024-09-24;CLI063;PROD056;E-commerce;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011180;2024-09-15;CLI087;PROD056;WhatsApp;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011181;2024-09-10;CLI025;PROD056;E-commerce;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011182;2024-09-26;CLI087;PROD056;E-commerce;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011183;2024-09-05;CLI116;PROD056;Loja Física;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011184;2024-09-30;CLI045;PROD056;WhatsApp;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011185;2024-09-27;CLI113;PROD056;Loja Física;1;160.84;160.84;5.0;8.04;152.8;67.97;84.83;55.5;Concluída;2024-09
VEN011186;2024-09-24;CLI033;PROD056;Loja Física;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011187;2024-09-07;CLI112;PROD056;E-commerce;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011188;2024-09-07;CLI005;PROD056;WhatsApp;3;160.84;482.52;0.0;0.0;482.52;203.92;278.6;57.7;Concluída;2024-09
VEN011189;2024-09-10;CLI094;PROD056;E-commerce;2;160.84;321.68;0.0;0.0;321.68;135.95;185.73;57.7;Concluída;2024-09
VEN011190;2024-09-22;CLI030;PROD056;E-commerce;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011191;2024-09-21;CLI097;PROD056;WhatsApp;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011192;2024-09-15;CLI006;PROD056;Loja Física;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011193;2024-09-25;CLI079;PROD056;Loja Física;2;160.84;321.68;0.0;0.0;321.68;135.95;185.73;57.7;Concluída;2024-09
VEN011194;2024-09-14;CLI027;PROD056;Loja Física;1;160.84;160.84;0.0;0.0;160.84;67.97;92.87;57.7;Concluída;2024-09
VEN011195;2024-09-05;CLI086;PROD056;Loja Física;2;160.84;321.68;0.0;0.0;321.68;135.95;185.73;57.7;Concluída;2024-09
VEN011196;2024-09-28;CLI046;PROD057;WhatsApp;1;221.53;221.53;5.0;11.08;210.45;105.35;105.1;49.9;Concluída;2024-09
VEN011197;2024-09-08;CLI099;PROD057;WhatsApp;1;221.53;221.53;0.0;0.0;221.53;105.35;116.18;52.4;Concluída;2024-09
VEN011198;2024-09-24;CLI039;PROD057;E-commerce;2;221.53;443.06;0.0;0.0;443.06;210.7;232.36;52.4;Concluída;2024-09
VEN011199;2024-09-19;CLI053;PROD057;Loja Física;2;221.53;443.06;0.0;0.0;443.06;210.7;232.36;52.4;Concluída;2024-09
VEN011200;2024-09-22;CLI002;PROD057;Loja Física;1;221.53;221.53;0.0;0.0;221.53;105.35;116.18;52.4;Concluída;2024-09
VEN011201;2024-09-16;CLI083;PROD057;Loja Física;2;221.53;443.06;0.0;0.0;443.06;210.7;232.36;52.4;Concluída;2024-09
VEN011202;2024-09-21;CLI009;PROD057;WhatsApp;2;221.53;443.06;0.0;0.0;443.06;210.7;232.36;52.4;Concluída;2024-09
VEN011203;2024-09-24;CLI024;PROD057;E-commerce;1;221.53;221.53;0.0;0.0;221.53;105.35;116.18;52.4;Concluída;2024-09
VEN011204;2024-09-29;CLI031;PROD057;Loja Física;1;221.53;221.53;0.0;0.0;221.53;105.35;116.18;52.4;Concluída;2024-09
VEN011205;2024-09-16;CLI043;PROD057;Loja Física;2;221.53;443.06;5.0;22.15;420.91;210.7;210.21;49.9;Concluída;2024-09
VEN011206;2024-09-04;CLI119;PROD058;E-commerce;3;312.34;937.02;5.0;46.85;890.17;446.01;444.16;49.9;Concluída;2024-09
VEN011207;2024-09-01;CLI014;PROD058;Loja Física;1;312.34;312.34;0.0;0.0;312.34;148.67;163.67;52.4;Concluída;2024-09
VEN011208;2024-09-04;CLI063;PROD058;Loja Física;1;312.34;312.34;0.0;0.0;312.34;148.67;163.67;52.4;Concluída;2024-09
VEN011209;2024-09-30;CLI061;PROD058;E-commerce;3;312.34;937.02;0.0;0.0;937.02;446.01;491.01;52.4;Concluída;2024-09
VEN011210;2024-09-22;CLI016;PROD058;Loja Física;1;312.34;312.34;0.0;0.0;312.34;148.67;163.67;52.4;Concluída;2024-09
VEN011211;2024-09-14;CLI021;PROD058;E-commerce;1;312.34;312.34;0.0;0.0;312.34;148.67;163.67;52.4;Concluída;2024-09
VEN011212;2024-09-13;CLI104;PROD059;Loja Física;1;121.24;121.24;0.0;0.0;121.24;54.61;66.63;55.0;Concluída;2024-09
VEN011213;2024-09-28;CLI023;PROD059;Loja Física;1;121.24;121.24;0.0;0.0;121.24;54.61;66.63;55.0;Concluída;2024-09
VEN011214;2024-09-25;CLI088;PROD059;Loja Física;3;121.24;363.72;0.0;0.0;363.72;163.82;199.9;55.0;Concluída;2024-09
VEN011215;2024-09-18;CLI083;PROD059;E-commerce;1;121.24;121.24;5.0;6.06;115.18;54.61;60.57;52.6;Concluída;2024-09
VEN011216;2024-09-17;CLI074;PROD059;Loja Física;1;121.24;121.24;0.0;0.0;121.24;54.61;66.63;55.0;Concluída;2024-09
VEN011217;2024-09-12;CLI117;PROD059;E-commerce;1;121.24;121.24;5.0;6.06;115.18;54.61;60.57;52.6;Concluída;2024-09
VEN011218;2024-09-08;CLI092;PROD059;Loja Física;3;121.24;363.72;0.0;0.0;363.72;163.82;199.9;55.0;Concluída;2024-09
VEN011219;2024-09-27;CLI016;PROD059;Loja Física;1;121.24;121.24;5.0;6.06;115.18;54.61;60.57;52.6;Concluída;2024-09
VEN011220;2024-09-11;CLI064;PROD059;Loja Física;2;121.24;242.48;5.0;12.12;230.36;109.21;121.15;52.6;Concluída;2024-09
VEN011221;2024-09-30;CLI024;PROD060;Loja Física;1;175.49;175.49;0.0;0.0;175.49;87.2;88.29;50.3;Concluída;2024-09
VEN011222;2024-09-24;CLI079;PROD060;WhatsApp;2;175.49;350.98;0.0;0.0;350.98;174.39;176.59;50.3;Concluída;2024-09
VEN011223;2024-09-05;CLI059;PROD060;E-commerce;1;175.49;175.49;5.0;8.77;166.72;87.2;79.52;47.7;Concluída;2024-09
VEN011224;2024-09-19;CLI077;PROD060;Loja Física;1;175.49;175.49;0.0;0.0;175.49;87.2;88.29;50.3;Concluída;2024-09
VEN011225;2024-09-20;CLI024;PROD060;Loja Física;2;175.49;350.98;0.0;0.0;350.98;174.39;176.59;50.3;Concluída;2024-09
VEN011226;2024-09-28;CLI029;PROD060;E-commerce;2;175.49;350.98;0.0;0.0;350.98;174.39;176.59;50.3;Concluída;2024-09
VEN011227;2024-09-24;CLI073;PROD060;E-commerce;2;175.49;350.98;5.0;17.55;333.43;174.39;159.04;47.7;Concluída;2024-09
VEN011228;2024-09-03;CLI042;PROD061;E-commerce;2;128.01;256.02;5.0;12.8;243.22;115.71;127.51;52.4;Concluída;2024-09
VEN011229;2024-09-09;CLI027;PROD061;E-commerce;2;128.01;256.02;0.0;0.0;256.02;115.71;140.31;54.8;Concluída;2024-09
VEN011230;2024-09-19;CLI057;PROD061;E-commerce;2;128.01;256.02;0.0;0.0;256.02;115.71;140.31;54.8;Concluída;2024-09
VEN011231;2024-09-10;CLI116;PROD061;Loja Física;1;128.01;128.01;5.0;6.4;121.61;57.86;63.75;52.4;Concluída;2024-09
VEN011232;2024-09-16;CLI041;PROD061;Loja Física;1;128.01;128.01;0.0;0.0;128.01;57.86;70.15;54.8;Concluída;2024-09
VEN011233;2024-09-04;CLI080;PROD061;Loja Física;1;128.01;128.01;0.0;0.0;128.01;57.86;70.15;54.8;Concluída;2024-09
VEN011234;2024-09-04;CLI012;PROD061;E-commerce;1;128.01;128.01;0.0;0.0;128.01;57.86;70.15;54.8;Concluída;2024-09
VEN011235;2024-09-09;CLI022;PROD061;Loja Física;1;128.01;128.01;0.0;0.0;128.01;57.86;70.15;54.8;Concluída;2024-09
VEN011236;2024-09-12;CLI061;PROD061;Loja Física;1;128.01;128.01;5.0;6.4;121.61;57.86;63.75;52.4;Concluída;2024-09
VEN011237;2024-09-19;CLI012;PROD061;E-commerce;1;128.01;128.01;0.0;0.0;128.01;57.86;70.15;54.8;Concluída;2024-09
VEN011238;2024-09-15;CLI048;PROD061;Loja Física;1;128.01;128.01;0.0;0.0;128.01;57.86;70.15;54.8;Concluída;2024-09
VEN011239;2024-09-08;CLI078;PROD062;Loja Física;3;174.35;523.05;0.0;0.0;523.05;213.76;309.29;59.1;Concluída;2024-09
VEN011240;2024-09-03;CLI011;PROD062;E-commerce;1;174.35;174.35;0.0;0.0;174.35;71.25;103.1;59.1;Concluída;2024-09
VEN011241;2024-09-13;CLI045;PROD062;E-commerce;1;174.35;174.35;0.0;0.0;174.35;71.25;103.1;59.1;Concluída;2024-09
VEN011242;2024-09-04;CLI068;PROD062;E-commerce;1;174.35;174.35;0.0;0.0;174.35;71.25;103.1;59.1;Concluída;2024-09
VEN011243;2024-09-12;CLI007;PROD062;Loja Física;4;174.35;697.4;0.0;0.0;697.4;285.02;412.38;59.1;Concluída;2024-09
VEN011244;2024-09-18;CLI088;PROD062;Loja Física;1;174.35;174.35;5.0;8.72;165.63;71.25;94.38;57.0;Concluída;2024-09
VEN011245;2024-09-16;CLI031;PROD062;Loja Física;1;174.35;174.35;5.0;8.72;165.63;71.25;94.38;57.0;Concluída;2024-09
VEN011246;2024-09-04;CLI088;PROD062;Loja Física;4;174.35;697.4;0.0;0.0;697.4;285.02;412.38;59.1;Concluída;2024-09
VEN011247;2024-09-25;CLI072;PROD062;E-commerce;1;174.35;174.35;0.0;0.0;174.35;71.25;103.1;59.1;Concluída;2024-09
VEN011248;2024-09-01;CLI016;PROD062;E-commerce;2;174.35;348.7;0.0;0.0;348.7;142.51;206.19;59.1;Concluída;2024-09
VEN011249;2024-09-16;CLI102;PROD063;E-commerce;2;148.73;297.46;0.0;0.0;297.46;120.1;177.36;59.6;Concluída;2024-09
VEN011250;2024-09-21;CLI062;PROD063;Loja Física;1;148.73;148.73;0.0;0.0;148.73;60.05;88.68;59.6;Concluída;2024-09
VEN011251;2024-09-15;CLI095;PROD063;WhatsApp;3;148.73;446.19;0.0;0.0;446.19;180.15;266.04;59.6;Concluída;2024-09
VEN011252;2024-09-24;CLI010;PROD063;E-commerce;4;148.73;594.92;0.0;0.0;594.92;240.2;354.72;59.6;Concluída;2024-09
VEN011253;2024-09-13;CLI089;PROD063;Loja Física;1;148.73;148.73;0.0;0.0;148.73;60.05;88.68;59.6;Concluída;2024-09
VEN011254;2024-09-25;CLI066;PROD063;E-commerce;2;148.73;297.46;0.0;0.0;297.46;120.1;177.36;59.6;Concluída;2024-09
VEN011255;2024-09-26;CLI002;PROD063;Loja Física;1;148.73;148.73;0.0;0.0;148.73;60.05;88.68;59.6;Concluída;2024-09
VEN011256;2024-09-10;CLI024;PROD063;WhatsApp;2;148.73;297.46;0.0;0.0;297.46;120.1;177.36;59.6;Concluída;2024-09
VEN011257;2024-09-30;CLI020;PROD064;E-commerce;3;108.57;325.71;0.0;0.0;325.71;130.21;195.5;60.0;Concluída;2024-09
VEN011258;2024-09-08;CLI086;PROD064;Loja Física;1;108.57;108.57;0.0;0.0;108.57;43.4;65.17;60.0;Concluída;2024-09
VEN011259;2024-09-04;CLI079;PROD064;E-commerce;2;108.57;217.14;0.0;0.0;217.14;86.81;130.33;60.0;Concluída;2024-09
VEN011260;2024-09-15;CLI030;PROD064;E-commerce;2;108.57;217.14;0.0;0.0;217.14;86.81;130.33;60.0;Concluída;2024-09
VEN011261;2024-09-15;CLI034;PROD064;Loja Física;1;108.57;108.57;0.0;0.0;108.57;43.4;65.17;60.0;Concluída;2024-09
VEN011262;2024-09-27;CLI070;PROD064;E-commerce;2;108.57;217.14;0.0;0.0;217.14;86.81;130.33;60.0;Concluída;2024-09
VEN011263;2024-09-20;CLI007;PROD064;Loja Física;1;108.57;108.57;0.0;0.0;108.57;43.4;65.17;60.0;Concluída;2024-09
VEN011264;2024-09-13;CLI082;PROD064;Loja Física;2;108.57;217.14;0.0;0.0;217.14;86.81;130.33;60.0;Concluída;2024-09
VEN011265;2024-09-30;CLI057;PROD064;E-commerce;1;108.57;108.57;0.0;0.0;108.57;43.4;65.17;60.0;Concluída;2024-09
VEN011266;2024-09-22;CLI111;PROD064;Loja Física;3;108.57;325.71;0.0;0.0;325.71;130.21;195.5;60.0;Concluída;2024-09
VEN011267;2024-09-10;CLI068;PROD064;WhatsApp;1;108.57;108.57;0.0;0.0;108.57;43.4;65.17;60.0;Concluída;2024-09
VEN011268;2024-09-11;CLI081;PROD064;Loja Física;1;108.57;108.57;0.0;0.0;108.57;43.4;65.17;60.0;Concluída;2024-09
VEN011269;2024-09-02;CLI092;PROD064;E-commerce;3;108.57;325.71;0.0;0.0;325.71;130.21;195.5;60.0;Concluída;2024-09
VEN011270;2024-09-27;CLI007;PROD064;Loja Física;1;108.57;108.57;5.0;5.43;103.14;43.4;59.74;57.9;Concluída;2024-09
VEN011271;2024-09-04;CLI112;PROD065;Loja Física;3;159.01;477.03;0.0;0.0;477.03;247.0;230.03;48.2;Concluída;2024-09
VEN011272;2024-09-23;CLI066;PROD065;E-commerce;1;159.01;159.01;0.0;0.0;159.01;82.33;76.68;48.2;Concluída;2024-09
VEN011273;2024-09-03;CLI040;PROD065;E-commerce;2;159.01;318.02;0.0;0.0;318.02;164.66;153.36;48.2;Concluída;2024-09
VEN011274;2024-09-13;CLI016;PROD065;E-commerce;3;159.01;477.03;0.0;0.0;477.03;247.0;230.03;48.2;Concluída;2024-09
VEN011275;2024-09-26;CLI039;PROD065;Loja Física;1;159.01;159.01;0.0;0.0;159.01;82.33;76.68;48.2;Concluída;2024-09
VEN011276;2024-09-10;CLI011;PROD065;Loja Física;1;159.01;159.01;0.0;0.0;159.01;82.33;76.68;48.2;Concluída;2024-09
VEN011277;2024-09-30;CLI009;PROD065;E-commerce;1;159.01;159.01;0.0;0.0;159.01;82.33;76.68;48.2;Concluída;2024-09
VEN011278;2024-09-24;CLI072;PROD065;Loja Física;1;159.01;159.01;0.0;0.0;159.01;82.33;76.68;48.2;Concluída;2024-09
VEN011279;2024-09-08;CLI007;PROD065;E-commerce;2;159.01;318.02;0.0;0.0;318.02;164.66;153.36;48.2;Concluída;2024-09
VEN011280;2024-09-09;CLI087;PROD065;Loja Física;1;159.01;159.01;0.0;0.0;159.01;82.33;76.68;48.2;Concluída;2024-09
VEN011281;2024-09-05;CLI059;PROD065;E-commerce;1;159.01;159.01;0.0;0.0;159.01;82.33;76.68;48.2;Concluída;2024-09
VEN011282;2024-09-29;CLI095;PROD065;Loja Física;1;159.01;159.01;5.0;7.95;151.06;82.33;68.73;45.5;Concluída;2024-09
VEN011283;2024-09-16;CLI105;PROD065;Loja Física;1;159.01;159.01;5.0;7.95;151.06;82.33;68.73;45.5;Concluída;2024-09
VEN011284;2024-09-12;CLI028;PROD065;WhatsApp;1;159.01;159.01;0.0;0.0;159.01;82.33;76.68;48.2;Concluída;2024-09
VEN011285;2024-09-07;CLI010;PROD065;Loja Física;1;159.01;159.01;5.0;7.95;151.06;82.33;68.73;45.5;Concluída;2024-09
VEN011286;2024-09-24;CLI014;PROD065;Loja Física;1;159.01;159.01;0.0;0.0;159.01;82.33;76.68;48.2;Concluída;2024-09
VEN011287;2024-09-19;CLI094;PROD065;Loja Física;1;159.01;159.01;5.0;7.95;151.06;82.33;68.73;45.5;Concluída;2024-09
VEN011288;2024-09-04;CLI033;PROD065;Loja Física;2;159.01;318.02;0.0;0.0;318.02;164.66;153.36;48.2;Concluída;2024-09
VEN011289;2024-09-13;CLI086;PROD065;E-commerce;3;159.01;477.03;0.0;0.0;477.03;247.0;230.03;48.2;Concluída;2024-09
VEN011290;2024-09-14;CLI014;PROD066;WhatsApp;1;170.91;170.91;5.0;8.55;162.36;72.28;90.08;55.5;Concluída;2024-09
VEN011291;2024-09-20;CLI034;PROD066;Loja Física;2;170.91;341.82;0.0;0.0;341.82;144.56;197.26;57.7;Concluída;2024-09
VEN011292;2024-09-14;CLI055;PROD066;E-commerce;2;170.91;341.82;0.0;0.0;341.82;144.56;197.26;57.7;Concluída;2024-09
