id_conta_receber;venda_id;cliente_id;data_emissao;data_vencimento;data_recebimento;numero_parcela;total_parcelas;valor_original;valor_recebido;saldo_aberto;status;forma_recebimento
CR022710;VEN017541;CLI075;2025-04-08;2025-06-07;2025-06-09;2;2;113.24;113.24;0.0;Recebido;Cartão de Crédito
CR022711;VEN017542;CLI081;2025-04-04;2025-04-04;2025-04-04;1;1;107.58;107.58;0.0;Recebido;PIX
CR022712;VEN017543;CLI008;2025-04-11;2025-05-11;2025-05-11;1;1;339.72;339.72;0.0;Recebido;Cartão de Crédito
CR022713;VEN017544;CLI006;2025-04-18;2025-04-18;2025-04-19;1;1;226.48;226.48;0.0;Recebido;PIX
CR022714;VEN017545;CLI057;2025-04-29;2025-04-29;2025-04-29;1;1;226.48;226.48;0.0;Recebido;PIX
CR022715;VEN017546;CLI110;2025-04-27;2025-04-27;2025-04-27;1;1;339.72;339.72;0.0;Recebido;Cartão de Débito
CR022716;VEN017547;CLI054;2025-04-24;2025-04-24;2025-04-25;1;1;497.55;497.55;0.0;Recebido;PIX
CR022717;VEN017548;CLI021;2025-04-20;2025-04-20;2025-04-22;1;1;663.4;663.4;0.0;Recebido;PIX
CR022718;VEN017549;CLI107;2025-04-08;2025-04-08;2025-04-08;1;1;165.85;165.85;0.0;Recebido;PIX
CR022719;VEN017550;CLI094;2025-04-12;2025-05-12;2025-05-13;1;2;248.78;248.78;0.0;Recebido;Cartão de Crédito
CR022720;VEN017550;CLI094;2025-04-12;2025-06-11;2025-06-11;2;2;248.77;248.77;0.0;Recebido;Cartão de Crédito
CR022721;VEN017551;CLI090;2025-04-14;2025-05-14;2025-05-14;1;1;165.85;165.85;0.0;Recebido;Cartão de Crédito
CR022722;VEN017552;CLI024;2025-04-07;2025-05-07;2025-05-07;1;2;78.78;78.78;0.0;Recebido;Cartão de Crédito
CR022723;VEN017552;CLI024;2025-04-07;2025-06-06;2025-06-06;2;2;78.78;78.78;0.0;Recebido;Cartão de Crédito
CR022724;VEN017553;CLI015;2025-04-29;2025-05-29;2025-05-29;1;1;165.85;165.85;0.0;Recebido;Cartão de Crédito
CR022725;VEN017554;CLI115;2025-04-13;2025-04-13;2025-04-14;1;1;165.85;165.85;0.0;Recebido;Cartão de Débito
CR022726;VEN017555;CLI016;2025-04-02;2025-05-02;2025-05-04;1;1;165.85;165.85;0.0;Recebido;Cartão de Crédito
CR022727;VEN017556;CLI070;2025-04-21;2025-05-21;2025-05-21;1;1;165.85;165.85;0.0;Recebido;Cartão de Crédito
CR022728;VEN017557;CLI100;2025-04-08;2025-05-08;2025-05-08;1;3;110.57;110.57;0.0;Recebido;Cartão de Crédito
CR022729;VEN017557;CLI100;2025-04-08;2025-06-07;2025-06-08;2;3;110.57;110.57;0.0;Recebido;Cartão de Crédito
CR022730;VEN017557;CLI100;2025-04-08;2025-07-07;2025-07-08;3;3;110.56;110.56;0.0;Recebido;Cartão de Crédito
CR022731;VEN017558;CLI006;2025-04-02;2025-05-02;2025-05-02;1;1;331.7;331.7;0.0;Recebido;Cartão de Crédito
CR022732;VEN017559;CLI033;2025-04-06;2025-05-06;2025-05-08;1;1;331.7;331.7;0.0;Recebido;Cartão de Crédito
CR022733;VEN017560;CLI010;2025-04-29;2025-04-29;2025-04-30;1;1;157.56;157.56;0.0;Recebido;PIX
CR022734;VEN017561;CLI073;2025-04-06;2025-05-06;2025-05-07;1;1;165.85;165.85;0.0;Recebido;Cartão de Crédito
CR022735;VEN017562;CLI004;2025-04-16;2025-04-16;2025-04-16;1;1;534.81;534.81;0.0;Recebido;Cartão de Débito
CR022736;VEN017563;CLI099;2025-04-25;2025-05-25;2025-05-25;1;1;356.54;356.54;0.0;Recebido;Cartão de Crédito
CR022737;VEN017564;CLI080;2025-04-20;2025-04-20;2025-04-20;1;1;356.54;356.54;0.0;Recebido;PIX
CR022738;VEN017565;CLI110;2025-04-06;2025-05-06;2025-05-07;1;1;178.27;178.27;0.0;Recebido;Cartão de Crédito
CR022739;VEN017566;CLI034;2025-04-26;2025-04-26;2025-04-27;1;1;356.54;356.54;0.0;Recebido;PIX
CR022740;VEN017567;CLI089;2025-04-24;2025-04-24;2025-04-24;1;1;178.27;178.27;0.0;Recebido;PIX
CR022741;VEN017568;CLI092;2025-04-26;2025-05-26;2025-05-26;1;1;713.08;713.08;0.0;Recebido;Cartão de Crédito
CR022742;VEN017569;CLI064;2025-04-05;2025-05-05;2025-05-05;1;1;169.36;169.36;0.0;Recebido;Cartão de Crédito
CR022743;VEN017570;CLI023;2025-04-08;2025-04-08;2025-04-08;1;1;713.08;713.08;0.0;Recebido;PIX
CR022744;VEN017571;CLI099;2025-04-04;2025-04-04;2025-04-06;1;1;178.27;178.27;0.0;Recebido;PIX
CR022745;VEN017572;CLI075;2025-04-11;2025-04-11;2025-04-12;1;1;288.7;288.7;0.0;Recebido;Cartão de Débito
CR022746;VEN017573;CLI079;2025-04-25;2025-04-25;2025-04-27;1;1;274.26;274.26;0.0;Recebido;Cartão de Débito
CR022747;VEN017574;CLI007;2025-04-29;2025-05-29;2025-05-29;1;3;96.23;96.23;0.0;Recebido;Cartão de Crédito
CR022748;VEN017574;CLI007;2025-04-29;2025-06-28;2025-06-28;2;3;96.23;96.23;0.0;Recebido;Cartão de Crédito
CR022749;VEN017574;CLI007;2025-04-29;2025-07-28;2025-07-28;3;3;96.24;96.24;0.0;Recebido;Cartão de Crédito
CR022750;VEN017575;CLI107;2025-04-06;2025-04-06;2025-04-06;1;1;274.26;274.26;0.0;Recebido;Cartão de Débito
CR022751;VEN017576;CLI055;2025-04-14;2025-04-14;2025-04-15;1;1;288.7;288.7;0.0;Recebido;PIX
CR022752;VEN017577;CLI043;2025-04-19;2025-04-19;2025-04-20;1;1;288.7;288.7;0.0;Recebido;Cartão de Débito
CR022753;VEN017578;CLI011;2025-04-06;2025-04-06;2025-04-06;1;1;161.95;161.95;0.0;Recebido;Cartão de Débito
CR022754;VEN017579;CLI008;2025-04-05;2025-04-05;2025-04-05;1;1;323.9;323.9;0.0;Recebido;PIX
CR022755;VEN017580;CLI043;2025-04-07;2025-04-07;2025-04-09;1;1;161.95;161.95;0.0;Recebido;PIX
CR022756;VEN017581;CLI114;2025-04-29;2025-05-29;2025-05-31;1;1;161.95;161.95;0.0;Recebido;Cartão de Crédito
CR022757;VEN017582;CLI061;2025-04-03;2025-05-03;2025-05-05;1;2;80.97;80.97;0.0;Recebido;Cartão de Crédito
CR022758;VEN017582;CLI061;2025-04-03;2025-06-02;2025-06-02;2;2;80.98;80.98;0.0;Recebido;Cartão de Crédito
CR022759;VEN017583;CLI120;2025-04-05;2025-05-05;2025-05-05;1;3;51.28;51.28;0.0;Recebido;Cartão de Crédito
CR022760;VEN017583;CLI120;2025-04-05;2025-06-04;2025-06-04;2;3;51.28;51.28;0.0;Recebido;Cartão de Crédito
CR022761;VEN017583;CLI120;2025-04-05;2025-07-04;2025-07-04;3;3;51.29;51.29;0.0;Recebido;Cartão de Crédito
CR022762;VEN017584;CLI114;2025-04-21;2025-04-21;2025-04-23;1;1;461.56;461.56;0.0;Recebido;PIX
CR022763;VEN017585;CLI016;2025-04-18;2025-04-18;2025-04-18;1;1;161.95;161.95;0.0;Recebido;PIX
CR022764;VEN017586;CLI051;2025-04-23;2025-04-23;2025-04-23;1;1;323.9;323.9;0.0;Recebido;PIX
CR022765;VEN017587;CLI099;2025-04-13;2025-05-13;2025-05-15;1;1;161.95;161.95;0.0;Recebido;Cartão de Crédito
CR022766;VEN017588;CLI066;2025-04-03;2025-05-03;2025-05-03;1;3;62.07;62.07;0.0;Recebido;Cartão de Crédito
CR022767;VEN017588;CLI066;2025-04-03;2025-06-02;2025-06-02;2;3;62.07;62.07;0.0;Recebido;Cartão de Crédito
CR022768;VEN017588;CLI066;2025-04-03;2025-07-02;2025-07-04;3;3;62.06;62.06;0.0;Recebido;Cartão de Crédito
CR022769;VEN017589;CLI014;2025-04-28;2025-05-28;2025-05-28;1;3;186.2;186.2;0.0;Recebido;Cartão de Crédito
CR022770;VEN017589;CLI014;2025-04-28;2025-06-27;2025-06-28;2;3;186.2;186.2;0.0;Recebido;Cartão de Crédito
CR022771;VEN017589;CLI014;2025-04-28;2025-07-27;2025-07-27;3;3;186.2;186.2;0.0;Recebido;Cartão de Crédito
CR022772;VEN017590;CLI012;2025-04-13;2025-05-13;2025-05-13;1;1;176.89;176.89;0.0;Recebido;Cartão de Crédito
CR022773;VEN017591;CLI106;2025-04-23;2025-05-23;2025-05-23;1;1;372.4;372.4;0.0;Recebido;Cartão de Crédito
CR022774;VEN017592;CLI060;2025-04-29;2025-05-29;2025-05-29;1;2;93.1;93.1;0.0;Recebido;Cartão de Crédito
CR022775;VEN017592;CLI060;2025-04-29;2025-06-28;2025-06-28;2;2;93.1;93.1;0.0;Recebido;Cartão de Crédito
CR022776;VEN017593;CLI040;2025-04-09;2025-05-09;2025-05-09;1;1;372.4;372.4;0.0;Recebido;Cartão de Crédito
CR022777;VEN017594;CLI019;2025-04-03;2025-04-03;2025-04-03;1;1;186.2;186.2;0.0;Recebido;Cartão de Débito
CR022778;VEN017595;CLI018;2025-04-23;2025-04-23;2025-04-23;1;1;186.2;186.2;0.0;Recebido;PIX
CR022779;VEN017596;CLI111;2025-04-26;2025-05-26;2025-05-26;1;1;186.2;186.2;0.0;Recebido;Cartão de Crédito
CR022780;VEN017597;CLI051;2025-04-12;2025-05-12;2025-05-13;1;1;210.8;210.8;0.0;Recebido;Cartão de Crédito
CR022781;VEN017598;CLI028;2025-04-27;2025-05-27;2025-05-28;1;3;70.27;70.27;0.0;Recebido;Cartão de Crédito
CR022782;VEN017598;CLI028;2025-04-27;2025-06-26;2025-06-26;2;3;70.27;70.27;0.0;Recebido;Cartão de Crédito
CR022783;VEN017598;CLI028;2025-04-27;2025-07-26;2025-07-26;3;3;70.26;70.26;0.0;Recebido;Cartão de Crédito
CR022784;VEN017599;CLI057;2025-04-29;2025-05-29;2025-05-29;1;1;421.6;421.6;0.0;Recebido;Cartão de Crédito
CR022785;VEN017600;CLI112;2025-04-22;2025-05-22;2025-05-22;1;1;210.8;210.8;0.0;Recebido;Cartão de Crédito
CR022786;VEN017601;CLI008;2025-04-06;2025-04-06;2025-04-06;1;1;421.6;421.6;0.0;Recebido;Cartão de Débito
CR022787;VEN017602;CLI061;2025-04-30;2025-05-30;2025-05-30;1;1;151.61;151.61;0.0;Recebido;Cartão de Crédito
CR022788;VEN017603;CLI019;2025-04-15;2025-05-15;2025-05-15;1;1;151.61;151.61;0.0;Recebido;Cartão de Crédito
CR022789;VEN017604;CLI037;2025-04-05;2025-05-05;2025-05-07;1;1;151.61;151.61;0.0;Recebido;Cartão de Crédito
CR022790;VEN017605;CLI081;2025-04-28;2025-05-28;2025-05-28;1;3;101.07;101.07;0.0;Recebido;Cartão de Crédito
CR022791;VEN017605;CLI081;2025-04-28;2025-06-27;2025-06-27;2;3;101.07;101.07;0.0;Recebido;Cartão de Crédito
CR022792;VEN017605;CLI081;2025-04-28;2025-07-27;2025-07-27;3;3;101.08;101.08;0.0;Recebido;Cartão de Crédito
CR022793;VEN017606;CLI024;2025-04-15;2025-04-15;2025-04-15;1;1;151.61;151.61;0.0;Recebido;PIX
CR022794;VEN017607;CLI029;2025-04-13;2025-05-13;2025-05-13;1;1;151.61;151.61;0.0;Recebido;Cartão de Crédito
CR022795;VEN017608;CLI009;2025-04-12;2025-04-12;2025-04-12;1;1;151.61;151.61;0.0;Recebido;Cartão de Débito
CR022796;VEN017609;CLI104;2025-04-23;2025-05-23;2025-05-24;1;3;101.07;101.07;0.0;Recebido;Cartão de Crédito
CR022797;VEN017609;CLI104;2025-04-23;2025-06-22;2025-06-23;2;3;101.07;101.07;0.0;Recebido;Cartão de Crédito
CR022798;VEN017609;CLI104;2025-04-23;2025-07-22;2025-07-22;3;3;101.08;101.08;0.0;Recebido;Cartão de Crédito
CR022799;VEN017610;CLI044;2025-04-20;2025-05-20;2025-05-20;1;1;151.61;151.61;0.0;Recebido;Cartão de Crédito
CR022800;VEN017611;CLI054;2025-04-11;2025-04-11;2025-04-13;1;1;288.06;288.06;0.0;Recebido;PIX
CR022801;VEN017612;CLI074;2025-04-13;2025-04-13;2025-04-15;1;1;151.61;151.61;0.0;Recebido;Cartão de Débito
CR022802;VEN017613;CLI003;2025-04-23;2025-05-23;2025-05-23;1;2;31.62;31.62;0.0;Recebido;Cartão de Crédito
CR022803;VEN017613;CLI003;2025-04-23;2025-06-22;2025-06-24;2;2;31.63;31.63;0.0;Recebido;Cartão de Crédito
CR022804;VEN017614;CLI095;2025-04-04;2025-05-04;2025-05-04;1;3;63.25;63.25;0.0;Recebido;Cartão de Crédito
CR022805;VEN017614;CLI095;2025-04-04;2025-06-03;2025-06-04;2;3;63.25;63.25;0.0;Recebido;Cartão de Crédito
CR022806;VEN017614;CLI095;2025-04-04;2025-07-03;2025-07-05;3;3;63.25;63.25;0.0;Recebido;Cartão de Crédito
CR022807;VEN017615;CLI006;2025-04-04;2025-04-04;2025-04-06;1;1;60.09;60.09;0.0;Recebido;Cartão de Débito
CR022808;VEN017616;CLI016;2025-04-20;2025-05-20;2025-05-20;1;1;63.25;63.25;0.0;Recebido;Cartão de Crédito
CR022809;VEN017617;CLI099;2025-04-17;2025-05-17;2025-05-18;1;3;40.06;40.06;0.0;Recebido;Cartão de Crédito
CR022810;VEN017617;CLI099;2025-04-17;2025-06-16;2025-06-18;2;3;40.06;40.06;0.0;Recebido;Cartão de Crédito
CR022811;VEN017617;CLI099;2025-04-17;2025-07-16;2025-07-16;3;3;40.05;40.05;0.0;Recebido;Cartão de Crédito
CR022812;VEN017618;CLI040;2025-04-02;2025-05-02;2025-05-02;1;1;60.09;60.09;0.0;Recebido;Cartão de Crédito
CR022813;VEN017619;CLI053;2025-04-22;2025-05-22;2025-05-24;1;2;94.88;94.88;0.0;Recebido;Cartão de Crédito
CR022814;VEN017619;CLI053;2025-04-22;2025-06-21;2025-06-22;2;2;94.87;94.87;0.0;Recebido;Cartão de Crédito
CR022815;VEN017620;CLI007;2025-04-13;2025-04-13;2025-04-13;1;1;112.97;112.97;0.0;Recebido;PIX
CR022816;VEN017621;CLI058;2025-04-01;2025-05-01;2025-05-01;1;1;112.97;112.97;0.0;Recebido;Cartão de Crédito
CR022817;VEN017622;CLI105;2025-04-13;2025-05-13;2025-05-14;1;1;107.32;107.32;0.0;Recebido;Cartão de Crédito
CR022818;VEN017623;CLI064;2025-04-27;2025-04-27;2025-04-27;1;1;112.97;112.97;0.0;Recebido;PIX
CR022819;VEN017624;CLI005;2025-04-08;2025-05-08;2025-05-08;1;1;338.91;338.91;0.0;Recebido;Cartão de Crédito
CR022820;VEN017625;CLI046;2025-04-16;2025-04-16;2025-04-16;1;1;214.64;214.64;0.0;Recebido;PIX
CR022821;VEN017626;CLI060;2025-04-26;2025-04-26;2025-04-26;1;1;112.97;112.97;0.0;Recebido;PIX
CR022822;VEN017627;CLI059;2025-04-15;2025-04-15;2025-04-16;1;1;112.97;112.97;0.0;Recebido;Cartão de Débito
CR022823;VEN017628;CLI074;2025-04-05;2025-04-05;2025-04-05;1;1;112.97;112.97;0.0;Recebido;PIX
CR022824;VEN017629;CLI026;2025-04-18;2025-04-18;2025-04-18;1;1;214.64;214.64;0.0;Recebido;PIX
CR022825;VEN017630;CLI036;2025-04-03;2025-05-03;2025-05-03;1;1;112.97;112.97;0.0;Recebido;Cartão de Crédito
CR022826;VEN017631;CLI105;2025-04-08;2025-04-08;2025-04-08;1;1;112.97;112.97;0.0;Recebido;PIX
CR022827;VEN017632;CLI058;2025-04-01;2025-05-01;2025-05-01;1;1;225.94;225.94;0.0;Recebido;Cartão de Crédito
CR022828;VEN017633;CLI082;2025-04-29;2025-04-29;2025-05-01;1;1;107.32;107.32;0.0;Recebido;PIX
CR022829;VEN017634;CLI087;2025-04-26;2025-05-26;2025-05-28;1;1;225.94;225.94;0.0;Recebido;Cartão de Crédito
CR022830;VEN017635;CLI070;2025-04-13;2025-04-13;2025-04-13;1;1;112.97;112.97;0.0;Recebido;PIX
CR022831;VEN017636;CLI058;2025-04-08;2025-05-08;2025-05-10;1;3;37.66;37.66;0.0;Recebido;Cartão de Crédito
CR022832;VEN017636;CLI058;2025-04-08;2025-06-07;2025-06-07;2;3;37.66;37.66;0.0;Recebido;Cartão de Crédito
CR022833;VEN017636;CLI058;2025-04-08;2025-07-07;2025-07-07;3;3;37.65;37.65;0.0;Recebido;Cartão de Crédito
CR022834;VEN017637;CLI030;2025-04-13;2025-05-13;2025-05-13;1;1;112.97;112.97;0.0;Recebido;Cartão de Crédito
CR022835;VEN017638;CLI097;2025-04-29;2025-05-29;2025-05-31;1;1;401.48;401.48;0.0;Recebido;Cartão de Crédito
CR022836;VEN017639;CLI006;2025-04-10;2025-05-10;2025-05-10;1;1;140.87;140.87;0.0;Recebido;Cartão de Crédito
CR022837;VEN017640;CLI073;2025-04-29;2025-05-29;2025-05-30;1;3;46.96;46.96;0.0;Recebido;Cartão de Crédito
CR022838;VEN017640;CLI073;2025-04-29;2025-06-28;2025-06-29;2;3;46.96;46.96;0.0;Recebido;Cartão de Crédito
CR022839;VEN017640;CLI073;2025-04-29;2025-07-28;2025-07-30;3;3;46.95;46.95;0.0;Recebido;Cartão de Crédito
CR022840;VEN017641;CLI103;2025-04-24;2025-04-24;2025-04-26;1;1;140.87;140.87;0.0;Recebido;Cartão de Débito
CR022841;VEN017642;CLI108;2025-04-05;2025-05-05;2025-05-07;1;2;70.44;70.44;0.0;Recebido;Cartão de Crédito
CR022842;VEN017642;CLI108;2025-04-05;2025-06-04;2025-06-04;2;2;70.43;70.43;0.0;Recebido;Cartão de Crédito
CR022843;VEN017643;CLI112;2025-04-04;2025-05-04;2025-05-04;1;2;200.74;200.74;0.0;Recebido;Cartão de Crédito
CR022844;VEN017643;CLI112;2025-04-04;2025-06-03;2025-06-03;2;2;200.74;200.74;0.0;Recebido;Cartão de Crédito
CR022845;VEN017644;CLI074;2025-04-29;2025-05-29;2025-05-29;1;1;140.87;140.87;0.0;Recebido;Cartão de Crédito
CR022846;VEN017645;CLI044;2025-04-10;2025-05-10;2025-05-10;1;2;140.87;140.87;0.0;Recebido;Cartão de Crédito
CR022847;VEN017645;CLI044;2025-04-10;2025-06-09;2025-06-09;2;2;140.87;140.87;0.0;Recebido;Cartão de Crédito
CR022848;VEN017646;CLI092;2025-04-18;2025-04-18;2025-04-18;1;1;140.87;140.87;0.0;Recebido;Cartão de Débito
CR022849;VEN017647;CLI079;2025-04-28;2025-04-28;2025-04-28;1;1;140.87;140.87;0.0;Recebido;Cartão de Débito
CR022850;VEN017648;CLI001;2025-04-05;2025-05-05;2025-05-07;1;3;46.96;46.96;0.0;Recebido;Cartão de Crédito
CR022851;VEN017648;CLI001;2025-04-05;2025-06-04;2025-06-04;2;3;46.96;46.96;0.0;Recebido;Cartão de Crédito
CR022852;VEN017648;CLI001;2025-04-05;2025-07-04;2025-07-06;3;3;46.95;46.95;0.0;Recebido;Cartão de Crédito
CR022853;VEN017649;CLI009;2025-04-28;2025-05-28;2025-05-28;1;1;140.87;140.87;0.0;Recebido;Cartão de Crédito
CR022854;VEN017650;CLI002;2025-04-10;2025-05-10;2025-05-10;1;1;422.61;422.61;0.0;Recebido;Cartão de Crédito
CR022855;VEN017651;CLI007;2025-04-02;2025-05-02;2025-05-02;1;1;198.9;198.9;0.0;Recebido;Cartão de Crédito
CR022856;VEN017652;CLI019;2025-04-11;2025-04-11;2025-04-11;1;1;397.8;397.8;0.0;Recebido;PIX
CR022857;VEN017653;CLI076;2025-04-15;2025-05-15;2025-05-15;1;2;99.45;99.45;0.0;Recebido;Cartão de Crédito
CR022858;VEN017653;CLI076;2025-04-15;2025-06-14;2025-06-14;2;2;99.45;99.45;0.0;Recebido;Cartão de Crédito
CR022859;VEN017654;CLI013;2025-04-19;2025-05-19;2025-05-19;1;1;198.9;198.9;0.0;Recebido;Cartão de Crédito
CR022860;VEN017655;CLI029;2025-04-21;2025-05-21;2025-05-21;1;2;198.9;198.9;0.0;Recebido;Cartão de Crédito
CR022861;VEN017655;CLI029;2025-04-21;2025-06-20;2025-06-20;2;2;198.9;198.9;0.0;Recebido;Cartão de Crédito
CR022862;VEN017656;CLI098;2025-04-23;2025-04-23;2025-04-23;1;1;377.91;377.91;0.0;Recebido;Cartão de Débito
CR022863;VEN017657;CLI041;2025-04-27;2025-04-27;2025-04-27;1;1;198.9;198.9;0.0;Recebido;Cartão de Débito
CR022864;VEN017658;CLI119;2025-04-13;2025-05-13;2025-05-13;1;1;397.8;397.8;0.0;Recebido;Cartão de Crédito
CR022865;VEN017659;CLI010;2025-04-07;2025-04-07;2025-04-07;1;1;596.7;596.7;0.0;Recebido;PIX
CR022866;VEN017660;CLI007;2025-04-03;2025-04-03;2025-04-04;1;1;397.8;397.8;0.0;Recebido;Cartão de Débito
CR022867;VEN017661;CLI006;2025-04-17;2025-05-17;2025-05-17;1;1;629.22;629.22;0.0;Recebido;Cartão de Crédito
CR022868;VEN017662;CLI075;2025-04-29;2025-04-29;2025-04-29;1;1;314.61;314.61;0.0;Recebido;Cartão de Débito
CR022869;VEN017663;CLI110;2025-04-04;2025-05-04;2025-05-04;1;1;629.22;629.22;0.0;Recebido;Cartão de Crédito
CR022870;VEN017664;CLI002;2025-04-25;2025-04-25;2025-04-25;1;1;314.61;314.61;0.0;Recebido;PIX
CR022871;VEN017665;CLI026;2025-04-06;2025-05-06;2025-05-06;1;1;314.61;314.61;0.0;Recebido;Cartão de Crédito
CR022872;VEN017666;CLI051;2025-04-26;2025-05-26;2025-05-26;1;1;333.84;333.84;0.0;Recebido;Cartão de Crédito
CR022873;VEN017667;CLI078;2025-04-22;2025-05-22;2025-05-23;1;1;333.84;333.84;0.0;Recebido;Cartão de Crédito
CR022874;VEN017668;CLI079;2025-04-10;2025-05-10;2025-05-10;1;1;333.84;333.84;0.0;Recebido;Cartão de Crédito
CR022875;VEN017669;CLI048;2025-04-01;2025-05-01;2025-05-01;1;2;250.38;250.38;0.0;Recebido;Cartão de Crédito
CR022876;VEN017669;CLI048;2025-04-01;2025-05-31;2025-05-31;2;2;250.38;250.38;0.0;Recebido;Cartão de Crédito
CR022877;VEN017670;CLI006;2025-04-01;2025-04-01;2025-04-03;1;1;166.92;166.92;0.0;Recebido;PIX
CR022878;VEN017671;CLI054;2025-04-05;2025-04-05;2025-04-06;1;1;477.27;477.27;0.0;Recebido;Cartão de Débito
CR022879;VEN017672;CLI099;2025-04-20;2025-04-20;2025-04-22;1;1;477.27;477.27;0.0;Recebido;Cartão de Débito
CR022880;VEN017673;CLI056;2025-04-12;2025-05-12;2025-05-12;1;1;159.09;159.09;0.0;Recebido;Cartão de Crédito
CR022881;VEN017674;CLI111;2025-04-25;2025-04-25;2025-04-25;1;1;477.27;477.27;0.0;Recebido;PIX
CR022882;VEN017675;CLI081;2025-04-23;2025-04-23;2025-04-23;1;1;159.09;159.09;0.0;Recebido;Cartão de Débito
CR022883;VEN017676;CLI016;2025-04-21;2025-04-21;2025-04-23;1;1;159.09;159.09;0.0;Recebido;Cartão de Débito
CR022884;VEN017677;CLI065;2025-04-15;2025-04-15;2025-04-15;1;1;288.32;288.32;0.0;Recebido;Cartão de Débito
CR022885;VEN017678;CLI023;2025-04-19;2025-05-19;2025-05-19;1;2;72.08;72.08;0.0;Recebido;Cartão de Crédito
CR022886;VEN017678;CLI023;2025-04-19;2025-06-18;2025-06-18;2;2;72.08;72.08;0.0;Recebido;Cartão de Crédito
CR022887;VEN017679;CLI114;2025-04-07;2025-04-07;2025-04-08;1;1;144.16;144.16;0.0;Recebido;PIX
CR022888;VEN017680;CLI040;2025-04-15;2025-05-15;2025-05-15;1;1;273.9;273.9;0.0;Recebido;Cartão de Crédito
CR022889;VEN017681;CLI069;2025-04-23;2025-04-23;2025-04-23;1;1;144.16;144.16;0.0;Recebido;Cartão de Débito
CR022890;VEN017682;CLI014;2025-04-27;2025-05-27;2025-05-29;1;1;288.32;288.32;0.0;Recebido;Cartão de Crédito
CR022891;VEN017683;CLI110;2025-04-04;2025-05-04;2025-05-04;1;2;72.08;72.08;0.0;Recebido;Cartão de Crédito
CR022892;VEN017683;CLI110;2025-04-04;2025-06-03;2025-06-04;2;2;72.08;72.08;0.0;Recebido;Cartão de Crédito
CR022893;VEN017684;CLI102;2025-04-25;2025-04-25;2025-04-25;1;1;136.95;136.95;0.0;Recebido;PIX
CR022894;VEN017685;CLI090;2025-04-09;2025-04-09;2025-04-09;1;1;273.9;273.9;0.0;Recebido;PIX
CR022895;VEN017686;CLI051;2025-04-08;2025-05-08;2025-05-08;1;3;96.11;96.11;0.0;Recebido;Cartão de Crédito
CR022896;VEN017686;CLI051;2025-04-08;2025-06-07;2025-06-07;2;3;96.11;96.11;0.0;Recebido;Cartão de Crédito
CR022897;VEN017686;CLI051;2025-04-08;2025-07-07;2025-07-07;3;3;96.1;96.1;0.0;Recebido;Cartão de Crédito
CR022898;VEN017687;CLI016;2025-04-27;2025-04-27;2025-04-27;1;1;119.34;119.34;0.0;Recebido;PIX
CR022899;VEN017688;CLI024;2025-04-14;2025-05-14;2025-05-14;1;1;113.37;113.37;0.0;Recebido;Cartão de Crédito
CR022900;VEN017689;CLI102;2025-04-24;2025-05-24;2025-05-24;1;1;238.68;238.68;0.0;Recebido;Cartão de Crédito
CR022901;VEN017690;CLI080;2025-04-30;2025-04-30;2025-05-01;1;1;119.34;119.34;0.0;Recebido;PIX
CR022902;VEN017691;CLI009;2025-04-24;2025-04-24;2025-04-24;1;1;113.37;113.37;0.0;Recebido;PIX
CR022903;VEN017692;CLI061;2025-04-20;2025-04-20;2025-04-20;1;1;358.02;358.02;0.0;Recebido;Cartão de Débito
CR022904;VEN017693;CLI099;2025-04-17;2025-04-17;2025-04-17;1;1;119.34;119.34;0.0;Recebido;Cartão de Débito
CR022905;VEN017694;CLI014;2025-04-04;2025-04-04;2025-04-04;1;1;119.34;119.34;0.0;Recebido;PIX
CR022906;VEN017695;CLI034;2025-05-01;2025-05-31;2025-06-01;1;1;146.94;146.94;0.0;Recebido;Cartão de Crédito
CR022907;VEN017696;CLI106;2025-05-03;2025-05-03;2025-05-03;1;1;139.59;139.59;0.0;Recebido;Cartão de Débito
CR022908;VEN017697;CLI059;2025-05-02;2025-06-01;2025-06-01;1;1;146.94;146.94;0.0;Recebido;Cartão de Crédito
CR022909;VEN017698;CLI112;2025-05-19;2025-05-19;2025-05-19;1;1;69.8;69.8;0.0;Recebido;PIX
CR022910;VEN017699;CLI108;2025-05-14;2025-06-13;2025-06-13;1;1;146.94;146.94;0.0;Recebido;Cartão de Crédito
CR022911;VEN017700;CLI095;2025-05-24;2025-06-23;2025-06-23;1;2;36.73;36.73;0.0;Recebido;Cartão de Crédito
CR022912;VEN017700;CLI095;2025-05-24;2025-07-23;2025-07-23;2;2;36.74;36.74;0.0;Recebido;Cartão de Crédito
CR022913;VEN017701;CLI003;2025-05-31;2025-05-31;2025-06-02;1;1;73.47;73.47;0.0;Recebido;Cartão de Débito
CR022914;VEN017702;CLI008;2025-05-25;2025-05-25;2025-05-25;1;1;139.59;139.59;0.0;Recebido;PIX
CR022915;VEN017703;CLI109;2025-05-19;2025-06-18;2025-06-18;1;1;147.23;147.23;0.0;Recebido;Cartão de Crédito
CR022916;VEN017704;CLI117;2025-05-31;2025-05-31;2025-06-02;1;1;294.46;294.46;0.0;Recebido;PIX
CR022917;VEN017705;CLI110;2025-05-27;2025-06-26;2025-06-26;1;2;73.61;73.61;0.0;Recebido;Cartão de Crédito
CR022918;VEN017705;CLI110;2025-05-27;2025-07-26;2025-07-26;2;2;73.62;73.62;0.0;Recebido;Cartão de Crédito
